gene_id	HSMM.longNonPolyA	BJ.longNonPolyA	NHEK.longNonPolyA	HSMM.longPolyA	MCF.7.longNonPolyA	HUVEC.longNonPolyA	K562.longNonPolyA	BJ.longPolyA	AG04450.longNonPolyA	NHEK.longPolyA	HUVEC.longPolyA	MCF.7.longPolyA	HMEC.longNonPolyA	K562.longPolyA	AG04450.longPolyA	HMEC.longPolyA	NHEK.longNonPolyA.1	HEPG2.longNonPolyA	NHEK.longPolyA.1	HEPG2.longPolyA	SK.N.SH_RA.longNonPolyA	A549.longNonPolyA	SK.N.SH_RA.longPolyA	H1.HESC.longNonPolyA	A549.longPolyA	NHLF.longNonPolyA	H1.HESC.longPolyA	GM12878.longNonPolyA	HELA.S3.longNonPolyA	NHLF.longPolyA	HELA.S3.longPolyA	GM12878.longPolyA	entropyExpr	sumExpr	varianceExpr	averageExpr	minExpr	maxExpr	maxExprType	threeTimesRest	nTimesRest	tissSpec	HSMM.longNonPolyA.ExprLabel	BJ.longNonPolyA.ExprLabel	NHEK.longNonPolyA.ExprLabel	HSMM.longPolyA.ExprLabel	MCF.7.longNonPolyA.ExprLabel	HUVEC.longNonPolyA.ExprLabel	K562.longNonPolyA.ExprLabel	BJ.longPolyA.ExprLabel	AG04450.longNonPolyA.ExprLabel	NHEK.longPolyA.ExprLabel	HUVEC.longPolyA.ExprLabel	MCF.7.longPolyA.ExprLabel	HMEC.longNonPolyA.ExprLabel	K562.longPolyA.ExprLabel	AG04450.longPolyA.ExprLabel	HMEC.longPolyA.ExprLabel	NHEK.longNonPolyA.1.ExprLabel	HEPG2.longNonPolyA.ExprLabel	NHEK.longPolyA.1.ExprLabel	HEPG2.longPolyA.ExprLabel	SK.N.SH_RA.longNonPolyA.ExprLabel	A549.longNonPolyA.ExprLabel	SK.N.SH_RA.longPolyA.ExprLabel	H1.HESC.longNonPolyA.ExprLabel	A549.longPolyA.ExprLabel	NHLF.longNonPolyA.ExprLabel	H1.HESC.longPolyA.ExprLabel	GM12878.longNonPolyA.ExprLabel	HELA.S3.longNonPolyA.ExprLabel	NHLF.longPolyA.ExprLabel	HELA.S3.longPolyA.ExprLabel	GM12878.longPolyA.ExprLabel	expressed	transcriptType	geneType	gene_id_short	external_gene_id	withinSubset	gene_biotype	lncRnaName	label
ENSG00000236206.1	0	0	0	0	0	0.008409	0.002146	0	0	0	0	0	0.014174	0.000975	0	0.002041	0	0	0.000879	0	0.000994	0.000162	0.005199	0.001301	0.00037	0	0	0.005134	0.000616	0.000806	0	0.00172	3.06348342774531	0.044926	9.00817270564516e-06	0.0014039375	0	0.014174	HMEC.longNonPolyA	none	1.68557497918896	0.309168064753315	none	none	none	none	none	mid	low	none	none	none	none	none	mid	low	none	low	none	none	low	none	low	low	low	low	low	none	none	mid	low	low	none	low	yes	unknown	derrienLncRNA	ENSG00000236206	ENSG00000236206	rest	nonFunctional	ENSG00000236206	0
ENSG00000236209.1	0.000187	0.001871	0	0.004685	0	0.000199	0.000522	0.050844	0	0	0.004996	0.000409	0	0.001817	0	0.009213	0	0.009744	0	0.096461	0.000178	0	0.00895	0.000821	0	0	0	0	0.013309	0.009411	0.03323	0.007775	2.85658880297052	0.254622	0.000374485944512097	0.0079569375	0	0.096461	HEPG2.longPolyA	none	1.89719534261663	0.355614622594949	low	low	none	low	none	low	low	mid	none	none	low	low	none	low	none	low	none	low	none	mid	low	none	low	low	none	none	none	none	mid	low	mid	mid	yes	unknown	derrienLncRNA	ENSG00000236209	ENSG00000236209	rest	nonFunctional	ENSG00000236209	0
ENSG00000236212.1	0	0	0	0	0	0	0.000262	0	0	0	0	0.013035	0	0.00094	0	0	0	0.000873	0	0	0.000688	0.009695	0.001254	0.042675	0.016752	0	0.002578	0	0.00151	0	0.007896	0	2.47563591557971	0.098158	6.90202929637097e-05	0.0030674375	0	0.042675	H1.HESC.longNonPolyA	none	2.54745702005731	0.395718803772971	none	none	none	none	none	none	low	none	none	none	none	mid	none	low	none	none	none	low	none	none	low	mid	low	mid	mid	none	low	none	low	none	low	none	yes	unknown	derrienLncRNA	ENSG00000236212	ENSG00000236212	rest	nonFunctional	ENSG00000236212	0
ENSG00000236230.1	0	0.000275	0	0.002129	0	0	0	0	0.000469	0	0	0	0	0	0.002918	0	0	0	0	0.000806	0.002464	0	0.009483	0	0.000343	0	0	0	0	0.002939	0	0.000266	2.51593960776149	0.022092	3.34082366129032e-06	0.000690375	0	0.009483	SK.N.SH_RA.longPolyA	SK.N.SH_RA.longPolyA	3.22660768969037	0.391791901957413	none	low	none	low	none	none	none	none	low	none	none	none	none	none	low	none	none	none	none	low	mid	none	low	none	low	none	none	none	none	low	none	low	yes	unknown	derrienLncRNA	ENSG00000236230	ENSG00000236230	rest	nonFunctional	ENSG00000236230	0
ENSG00000236255.1	4.6e-05	0.001639	0.000456	0.008645	0.000708	0.004225	0.016457	0.047178	0.003033	0.015717	0.015566	0.005306	0	0.058659	0.013124	0.012182	0.014261	0.020309	0.025149	0.09928	0.007281	0.00428	0.052704	0.015277	0.031217	0.00015	0.018781	0.029562	0.019865	0.025928	0.011004	0.060005	4.25175971673731	0.637994	0.000494770057189516	0.0199373125	0	0.09928	HEPG2.longPolyA	none	1.65452878926756	0.181094476161618	low	low	low	low	low	low	mid	mid	mid	low	low	low	none	mid	mid	low	mid	mid	mid	mid	mid	mid	mid	mid	mid	low	mid	mid	mid	mid	mid	mid	yes	unknown	derrienLncRNA	ENSG00000236255	ENSG00000236255	rest	nonFunctional	ENSG00000236255	0
ENSG00000236318.1	0	0.000167	0	0.002468	0	0	0	0	0.000118	0	0.000551	0.001661	0	0	0	0	0.000301	0	0.000254	0	0	0.000722	0.000509	0	0.000277	0	0	0.009207	0	0.01661	0.002269	0.03534	2.13514639435188	0.070454	4.74133802862903e-05	0.0022016875	0	0.03534	GM12878.longPolyA	none	2.12763395544853	0.44321609912707	none	low	none	low	none	none	none	none	low	none	low	low	none	none	none	none	low	none	low	none	none	low	low	none	low	none	none	mid	none	low	low	mid	yes	unknown	derrienLncRNA	ENSG00000236318	ENSG00000236318	rest	nonFunctional	ENSG00000236318	0
ENSG00000236333.1	0	0.012122	0.000506	0.000121	0	0	0	0.277897	0.036917	0.009499	0	0	0.00176	0.000289	0.347876	0.095648	0.000216	0	0.001772	0	0.002655	4.1e-05	0.027915	0.00434	0.000433	0.000646	0.009555	0.000385	0	0.064258	0	0.000385	2.37578078064339	0.895236	0.00609615678179032	0.027976125	0	0.347876	AG04450.longPolyA	none	1.25181632043527	0.362649776641521	none	mid	low	low	none	none	none	mid	high	low	none	none	low	low	high	mid	low	none	low	none	mid	low	mid	low	low	low	low	low	none	mid	none	low	yes	unknown	derrienLncRNA	ENSG00000236333	ENSG00000236333	rest	nonFunctional	ENSG00000236333	0
ENSG00000236347.1	0	0	0	0	0.004446	0	0	0.000849	0	0.001319	0	0.112137	0	0	0.001819	0.000841	0	0	0.001436	0	0	0	0	0	0	0	0.001035	0	0	0	0	0	0.691933012209749	0.123882	0.000391112828221774	0.0038713125	0	0.112137	MCF.7.longPolyA	MCF.7.longPolyA	25.2219973009447	0.778400552086299	none	none	none	none	mid	none	none	low	none	low	none	mid	none	none	low	low	none	none	low	none	none	none	none	none	none	none	low	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000236347	ENSG00000236347	rest	nonFunctional	ENSG00000236347	0
ENSG00000236366.1	0	0	0	0	0	0	0	0.000442	9.4e-05	0	0	0.001475	0	0.000825	0.000716	0.000876	0	0.000625	0.000371	0.000323	0.003473	0.000347	0.01163	0	0.000924	0	0.001796	0	0.001176	0.005768	0.001046	0	3.0847505135221	0.031907	5.17497266834677e-06	0.00099709375	0	0.01163	SK.N.SH_RA.longPolyA	none	2.01629680998613	0.345215095259806	none	none	none	none	none	none	none	low	low	none	none	low	none	low	low	low	none	low	low	low	mid	low	mid	none	low	none	low	none	low	low	low	none	yes	unknown	derrienLncRNA	ENSG00000236366	ENSG00000236366	rest	nonFunctional	ENSG00000236366	0
ENSG00000236373.1	0	0	0	0	0	0	0	0	0	0	0	0.000159	0	0	0	0	0.001817	0	0.000224	0	0	0	0	0.016981	0	0	0.001421	0.000361	0	0	0	0	1.03950698529918	0.020963	9.0370367328629e-06	0.00065509375	0	0.016981	H1.HESC.longNonPolyA	H1.HESC.longNonPolyA	9.34562465602642	0.680343964384369	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	none	low	none	low	none	none	none	none	mid	none	none	low	low	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000236373	ENSG00000236373	rest	nonFunctional	ENSG00000236373	0
ENSG00000236377.1	0	0	0	0.002877	0	0	0.001816	0.003976	0	0.006154	0	0.001523	0	0.009292	0	0.003923	0	0	0.007498	0	0	0	0	0.000625	0	0	0.002815	0	0	0.000775	0	0.005506	3.25238140628247	0.04678	6.33454843548387e-06	0.001461875	0	0.009292	K562.longPolyA	none	1.23926380368098	0.217850641670241	none	none	none	low	none	none	low	low	none	low	none	low	none	mid	none	low	none	none	low	none	none	none	none	low	none	none	low	none	none	low	none	mid	yes	unknown	derrienLncRNA	ENSG00000236377	ENSG00000236377	rest	nonFunctional	ENSG00000236377	0
ENSG00000236384.2	0	0	0	0	4.7e-05	0	0	0	0	0.00155	0	0.001396	0	0	0	0.001583	0	0.008348	0.001792	0.050154	0	0.000117	0.000524	0	0.002836	0	0.000476	0	0.005226	0	0.000503	0	1.82436473643383	0.074552	7.9277993483871e-05	0.00232975	0	0.050154	HEPG2.longPolyA	HEPG2.longPolyA	6.00790608528989	0.567711712465358	none	none	none	none	low	none	none	none	none	low	none	low	none	none	none	low	none	low	low	mid	none	low	low	none	low	none	low	none	low	none	low	none	yes	unknown	derrienLncRNA	ENSG00000236384	ENSG00000236384	rest	nonFunctional	ENSG00000236384	0
ENSG00000236385.1	0	0	0	0	0	0	0	0	0	0	0	0.000647	0	0	0	0.000694	0	0	0	0	0.000382	0	0.005017	0	0	0	0	0	0	0	0	0	1.2139985735178	0.00674	7.99898241935484e-07	0.000210625	0	0.005017	SK.N.SH_RA.longPolyA	SK.N.SH_RA.longPolyA	7.22910662824208	0.623994600144998	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	low	none	none	none	none	low	none	low	none	none	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000236385	ENSG00000236385	rest	nonFunctional	ENSG00000236385	0
ENSG00000236392.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001035	0	0	0	0.002635	0.858183700915185	0.00367	2.44953125e-07	0.0001146875	0	0.002635	GM12878.longPolyA	none	2.54589371980676	0.602783180637623	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	low	yes	unknown	derrienLncRNA	ENSG00000236392	ENSG00000236392	rest	nonFunctional	ENSG00000236392	0
ENSG00000236393.1	0.008635	0.001398	0	0.079205	0	0.002644	0.003091	0.023798	3e-04	0.000525	0.008443	0	0	0.012031	0.003124	0	0	0.00044	0.000425	0.001206	5e-04	0.000103	0.003485	0.000107	0.000258	0	6.9e-05	0.003383	0.000101	0.015627	5.7e-05	0.00632	2.8564794506481	0.175275	0.000209963651523185	0.00547734375	0	0.079205	HSMM.longPolyA	HSMM.longPolyA	3.32822085889571	0.407912334070985	mid	low	none	mid	none	low	mid	low	low	low	low	none	none	mid	low	none	none	low	low	low	low	low	low	low	low	none	low	low	low	low	low	mid	yes	unknown	derrienLncRNA	ENSG00000236393	ENSG00000236393	rest	nonFunctional	ENSG00000236393	0
ENSG00000236412.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003291	0	0.007544	0	0	0	0	0.001021	0	0	0	0.004313	0	0	0	1.7407868449349	0.016169	2.55539143447581e-06	0.00050528125	0	0.007544	HEPG2.longPolyA	none	1.74913053559008	0.418344375692191	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	low	none	none	none	none	low	none	none	none	low	none	none	none	yes	unknown	derrienLncRNA	ENSG00000236412	ENSG00000236412	rest	nonFunctional	ENSG00000236412	0
ENSG00000236423.1	9.3e-05	0.001189	0.000979	0.00747	0.000685	0.00061	0.00048	0.020347	0.001537	0.002549	0.00545	0.00201	0	0.003263	0.001316	0.0023	0.001741	0.024792	0.002014	0.032486	0.00394	0.000232	0.007665	0.011132	0.003197	0.000136	0.009053	0.002582	0.027488	0.001954	0.011597	0.002326	3.94657598313324	0.192613	7.25048738780242e-05	0.00601915625	0	0.032486	HEPG2.longPolyA	none	1.18182479627474	0.192492927143407	low	low	low	low	low	low	low	low	low	low	low	low	none	low	low	low	low	mid	low	mid	mid	low	low	low	low	low	low	low	mid	low	mid	low	yes	unknown	derrienLncRNA	ENSG00000236423	ENSG00000236423	rest	nonFunctional	ENSG00000236423	0
ENSG00000236427.1	0	0.000471	0	0	0	0	0	0	0	0.003094	0	0	0	0	0	0	0	0	0.002851	0	0.000238	0.001736	0.000535	0	0.004018	0	0	0	0	0	0	0	2.35692987860631	0.012943	1.03834606350806e-06	0.00040446875	0	0.004018	A549.longPolyA	none	1.29864253393665	0.30539133384567	none	low	none	none	none	none	none	none	none	low	none	none	none	none	none	none	none	none	low	none	low	low	low	none	low	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000236427	ENSG00000236427	rest	nonFunctional	ENSG00000236427	0
ENSG00000236437.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002855	0	0	0.003137	0	0.023162	0.002721	0	0	0.000894	0	0.003946	0	0	0	1.76362468318515	0.036715	1.72941711360887e-05	0.00114734375	0	0.023162	SK.N.SH_RA.longPolyA	SK.N.SH_RA.longPolyA	5.86974151039027	0.536352691583406	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	none	mid	none	mid	low	none	none	low	none	low	none	none	none	yes	unknown	derrienLncRNA	ENSG00000236437	ENSG00000236437	rest	nonFunctional	ENSG00000236437	0
ENSG00000236452.1	0	0	0	0	0	0.034515	0.000241	0	0	0	0.02295	0	0	0.002593	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001159	0	0	0	0.002359	1.50923852858181	0.063817	5.17551151764113e-05	0.00199428125	0	0.034515	HUVEC.longNonPolyA	none	1.50392156862745	0.471147597947265	none	none	none	none	none	mid	low	none	none	none	mid	none	none	low	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	low	yes	unknown	derrienLncRNA	ENSG00000236452	ENSG00000236452	rest	nonFunctional	ENSG00000236452	0
ENSG00000236453.1	0	0.000208	0	0.004153	0	0	0	0.006458	0.000168	0	0	0	0	0.000323	0.004945	0.004199	0	0	0	0	0	0.000114	0.001002	0	0.000526	0	0	0.005989	0	0.01555	0	0.075066	1.93397310324134	0.118701	0.000179831356055444	0.00370940625	0	0.075066	GM12878.longPolyA	GM12878.longPolyA	4.82739549839228	0.537488314143475	none	low	none	low	none	none	none	low	low	none	none	none	none	low	low	low	none	none	none	none	none	low	low	none	low	none	none	mid	none	low	none	mid	yes	unknown	derrienLncRNA	ENSG00000236453	ENSG00000236453	rest	nonFunctional	ENSG00000236453	0
ENSG00000236463.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003669	0	0	0	0.003703	0.999984656188167	0.007372	8.21788564516129e-07	0.000230375	0	0.003703	GM12878.longPolyA	none	1.00926683019896	0.44371482430319	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	low	yes	unknown	derrienLncRNA	ENSG00000236463	ENSG00000236463	rest	nonFunctional	ENSG00000236463	0
ENSG00000236471.1	0	0	0	0.003967	0.00235	0	0.002672	0.002312	0	0	0	0.017353	0	0.003735	0.000594	0	0	0	0	0.002881	0.000152	0	0	0.00142	0.002784	0	0.000462	0	0	0.007126	0.001582	0.000804	3.16409462455926	0.050194	1.10540174798387e-05	0.0015685625	0	0.017353	MCF.7.longPolyA	none	2.43516699410609	0.331505250027553	none	none	none	low	low	none	low	low	none	none	none	mid	none	low	low	none	none	none	none	low	low	none	none	low	low	none	low	none	none	low	low	low	yes	unknown	derrienLncRNA	ENSG00000236471	ENSG00000236471	rest	nonFunctional	ENSG00000236471	0
ENSG00000236494.1	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0.000221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.983350555034227	0.000521	4.20511189516129e-09	1.628125e-05	0	3e-04	MCF.7.longNonPolyA	none	1.35746606334842	0.496226729864741	none	none	none	none	low	none	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	none	none	none	none	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000236494	ENSG00000236494	rest	nonFunctional	ENSG00000236494	0
ENSG00000236513.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001215	0	0	0	0	0	0.000313	0	0	0	0	0	0	0	0.000598	0.000163	0	0	0.003163	1.67617794912991	0.005452	3.5593714516129e-07	0.000170375	0	0.003163	GM12878.longPolyA	none	2.60329218106996	0.49935599154843	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	none	none	low	none	none	none	none	none	none	none	low	low	none	none	low	yes	unknown	derrienLncRNA	ENSG00000236513	ENSG00000236513	rest	nonFunctional	ENSG00000236513	0
ENSG00000236532.1	0	0.001902	0	0.00075	0	0.000532	0	0.001272	0.00214	0	8.4e-05	0	0	0	0.012604	0	0.00051	0.003108	9.8e-05	0.000123	0.01501	0	0.019058	7.1e-05	0	0	4.6e-05	0.001717	0.002929	0.006289	7.6e-05	7.4e-05	2.95728011911904	0.068393	2.17065331764113e-05	0.00213728125	0	0.019058	SK.N.SH_RA.longPolyA	none	1.26968687541639	0.281365887210496	none	low	none	low	none	low	none	low	low	none	low	none	none	none	mid	none	low	low	low	low	mid	none	mid	low	none	none	low	low	low	low	low	low	yes	unknown	derrienLncRNA	ENSG00000236532	ENSG00000236532	rest	nonFunctional	ENSG00000236532	0
ENSG00000236537.1	0.022595	0.05825	0.002492	0.70061	0.024206	0.174912	0.318742	0.1671	0.154954	0.455153	0.075165	0.143627	0	0.128517	0.16475	0.159865	0.278609	0.153968	0.159502	0.195903	0.165071	0.061539	0.349137	0.245991	0.126755	0.007817	0.025888	0.118551	0.227787	0.322825	0.067077	0.101502	4.50791054380116	5.35886	0.0214536636138548	0.167464375	0	0.70061	HSMM.longPolyA	none	1.53928459221405	0.158629250994965	high	high	low	high	mid	high	high	mid	high	mid	mid	high	none	mid	mid	mid	high	high	mid	high	high	high	high	high	mid	mid	mid	high	high	mid	mid	mid	yes	unknown	derrienLncRNA	ENSG00000236537	ENSG00000236537	rest	nonFunctional	ENSG00000236537	0
ENSG00000236601.1	0	0	0	0	0.002511	0	0.000216	0	0	0	0	0.064501	0	0.001911	0.000458	0	0	0	0.003934	0	0	0	0.001055	0	0	0	0	0	0	0	0	0	0.861731860615864	0.074586	0.000129462447189516	0.0023308125	0	0.064501	MCF.7.longPolyA	MCF.7.longPolyA	16.3957803762074	0.733268468817671	none	none	none	none	low	none	low	none	none	none	none	mid	none	low	low	none	none	none	low	none	none	none	low	none	none	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000236601	ENSG00000236601	rest	nonFunctional	ENSG00000236601	0
ENSG00000236605.1	0	0	0	0	0	0	0	0	0.000688	0	0	0	0	0	0	0	0	0.003102	0	0	0.001345	0	0.002971	0	0	0	0	0	0	0	0	0	1.79305734823433	0.008106	6.02524608870968e-07	0.0002533125	0	0.003102	HEPG2.longNonPolyA	none	1.04409289801414	0.3583890283489	none	none	none	none	none	none	none	none	low	none	none	none	none	none	none	none	none	low	none	none	low	none	low	none	none	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000236605	ENSG00000236605	rest	nonFunctional	ENSG00000236605	0
ENSG00000236611.1	0	0.000223	0	0.000961	0	0	0	0	0	0	0	0.002254	0	0	0.000804	0	0.008014	0.001382	0.003155	0	0.001191	0	0.006166	0.001849	0	0	0.001785	0	0	0	0	0.001783	3.09708988743285	0.029567	3.37714499899194e-06	0.00092396875	0	0.008014	NHEK.longNonPolyA.1	none	1.29970807654882	0.275530091246915	none	low	none	low	none	none	none	none	none	none	none	low	none	none	low	none	low	low	low	none	low	none	low	low	none	none	low	none	none	none	none	low	yes	unknown	derrienLncRNA	ENSG00000236611	ENSG00000236611	rest	nonFunctional	ENSG00000236611	0
ENSG00000236635.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2106	0	0	0.010969	0	0	0	0	0	0.28429486116393	0.221569	0.00138511381551512	0.00692403125	0	0.2106	H1.HESC.longNonPolyA	H1.HESC.longNonPolyA	19.1995624031361	0.841235217727936	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	high	none	none	low	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000236635	ENSG00000236635	rest	nonFunctional	ENSG00000236635	0
ENSG00000236641.1	0	0	0	0.001453	0	0.007976	0	0	0	0	0.002344	0.002891	0	0	0	0.001042	0.010605	0	0.006703	0.004532	0.000864	0	0.001327	0.001314	0.000962	0	0.002218	0	0	0	0.001463	0	3.31169460250262	0.045694	6.63136147983871e-06	0.0014279375	0	0.010605	NHEK.longNonPolyA.1	none	1.32961384152457	0.245034956330109	none	none	none	low	none	mid	none	none	none	none	low	low	none	none	none	low	mid	none	low	low	low	none	low	low	low	none	low	none	none	none	low	none	yes	unknown	derrienLncRNA	ENSG00000236641	ENSG00000236641	rest	nonFunctional	ENSG00000236641	0
ENSG00000236648.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001176	0	0.016561	0	0	0	0	0	0	0	0	0.002482	0.001301	0	0	1.12409930262026	0.02152	8.67840070967742e-06	0.0006725	0	0.016561	HEPG2.longPolyA	HEPG2.longPolyA	6.67244157937147	0.644933369077987	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	mid	none	none	none	none	none	none	none	none	low	low	none	none	yes	unknown	derrienLncRNA	ENSG00000236648	ENSG00000236648	rest	nonFunctional	ENSG00000236648	0
ENSG00000236651.1	0	0	0	0.001475	0	0	0.004449	0.002686	0.00052	0.001658	0	0.002437	0	0.009359	0.000572	0.004228	0.000755	0.000703	0.003802	0.002705	0	0.000154	0	0	0.000959	0	0	0	0.002056	0	0.001114	0	3.56759762765818	0.039632	4.00322464516129e-06	0.0012385	0	0.009359	K562.longPolyA	none	2.10361879073949	0.248266234868238	none	none	none	low	none	none	mid	low	low	low	none	low	none	mid	low	low	low	low	low	low	none	low	none	none	low	none	none	none	low	none	low	none	yes	unknown	derrienLncRNA	ENSG00000236651	ENSG00000236651	rest	nonFunctional	ENSG00000236651	0
ENSG00000236673.1	9.5e-05	0	0	0.000144	0	0	0	0	0	0	0.001119	0	0	0	0	0	0	0.000753	0	0	0	0	0	0.786768	0	0	1.793425	0	0.001281	0.000174	0	0	0.90396153857365	2.583759	0.116992308267805	0.08074246875	0	1.793425	H1.HESC.longPolyA	none	2.27948391393651	0.584100576994748	low	none	none	low	none	none	none	none	none	none	low	none	none	none	none	none	none	low	none	none	none	none	none	high	none	none	high	none	low	low	none	none	yes	unknown	derrienLncRNA	ENSG00000236673	ENSG00000236673	rest	nonFunctional	ENSG00000236673	0
ENSG00000236682.1	5.4e-05	0.003722	0	0.003833	0.001417	6e-04	0.00089	0.045002	0.00113	0	0.001806	0.001322	0	0.001734	0.004275	0.015305	0.001758	0.025868	0.000158	0.07351	0.001463	0.005333	0.005236	0.008727	0.010501	0	0.006047	0.004814	0.020335	0.011651	0.000704	0.001888	3.54278714038922	0.259083	0.000230791974426411	0.00809634375	0	0.07351	HEPG2.longPolyA	none	1.63348295631305	0.285240720219515	low	mid	none	low	low	low	low	mid	low	none	low	low	none	low	low	low	low	mid	low	mid	low	mid	low	low	mid	none	low	mid	mid	low	low	low	yes	unknown	derrienLncRNA	ENSG00000236682	ENSG00000236682	rest	nonFunctional	ENSG00000236682	0
ENSG00000236687.1	0	0	0	0	0.001034	0	0	0	0	0	0	0.001112	0	0	0	0	0	0.000268	0	0	0	0.000353	0	0.001544	0.003156	0	0.000745	0	0.001461	0	0.005141	0	2.67332887586753	0.014814	1.19702825403226e-06	0.0004629375	0	0.005141	HELA.S3.longPolyA	none	1.62896070975919	0.332471353517001	none	none	none	none	low	none	none	none	none	none	none	low	none	none	none	none	none	low	none	none	none	low	none	low	low	none	low	none	low	none	low	none	yes	unknown	derrienLncRNA	ENSG00000236687	ENSG00000236687	rest	nonFunctional	ENSG00000236687	0
ENSG00000236700.1	0	0	0	0	0	0	9.2e-05	0.000351	0	0.003186	0	0.000108	0	0.000498	0.000183	0.002184	0.000449	0.002464	0.001939	0	0	0.000152	0	0.000217	0.00132	0	0	0	0.000931	0.000582	0.007008	0.000124	3.13360400331586	0.021788	2.02220985483871e-06	0.000680875	0	0.007008	HELA.S3.longPolyA	none	2.19962335216573	0.313742885952331	none	none	none	none	none	none	low	low	none	low	none	low	none	low	low	low	low	low	low	none	none	low	none	low	low	none	none	none	low	low	low	low	yes	unknown	derrienLncRNA	ENSG00000236700	ENSG00000236700	rest	nonFunctional	ENSG00000236700	0
ENSG00000236714.1	0	0.000257	0	0.004999	0	0	0	0.002265	4.4e-05	0.000704	0	0.001528	0	0.000203	0.001806	0.000449	0	0.001282	0.00057	0.015705	0.001696	0.000136	0.017637	0.01967	0.002058	0	0.038151	0	0.00176	0.00161	0	0.000986	2.94476293822774	0.113516	6.61199460483871e-05	0.003547375	0	0.038151	H1.HESC.longPolyA	none	1.9395526182003	0.324424251564156	none	low	none	low	none	none	none	low	low	low	none	low	none	low	low	low	none	low	low	mid	low	low	mid	mid	low	none	mid	none	low	low	none	low	yes	unknown	derrienLncRNA	ENSG00000236714	ENSG00000236714	rest	nonFunctional	ENSG00000236714	0
ENSG00000236719.2	0	0.000376	0	0.123369	0	0	0	0.002734	0	0.001058	0.001518	0.000624	0	0.002524	0.001067	0.002698	0	0	0.000148	0.002224	0	0	0	0	0.000801	0	0	0.00067	0	0.001078	0.000351	0.012198	1.30804641533467	0.153438	0.000473114099221774	0.0047949375	0	0.123369	HSMM.longPolyA	HSMM.longPolyA	10.1138711264142	0.674919586922001	none	low	none	mid	none	none	none	low	none	low	low	low	none	low	low	low	none	none	low	low	none	none	none	none	low	none	none	low	none	low	low	mid	yes	unknown	derrienLncRNA	ENSG00000236719	ENSG00000236719	rest	nonFunctional	ENSG00000236719	0
ENSG00000236743.1	0.000422	0.000229	0	0	0.010068	0.005393	0.020869	0.007522	0.0011	0.002331	0.001364	0.044889	0	0.113123	0.006427	0.002971	0	0	0.003533	0.00681	0.000301	0	0.005046	0	0	0	0.000305	0	0.004112	0.001187	0	0.000796	2.67748841651197	0.238798	0.00044563509128629	0.0074624375	0	0.113123	K562.longPolyA	none	2.52006059390942	0.423418715643222	low	low	none	none	mid	low	mid	low	low	low	low	mid	none	mid	low	low	none	none	low	low	low	none	low	none	none	none	low	none	low	low	none	low	yes	unknown	derrienLncRNA	ENSG00000236743	ENSG00000236743	rest	nonFunctional	ENSG00000236743	0
