filename	dccAccession	size	cell	antibody	dataType	view	geoSampleAccession	md5sum	dateSubmitted	lab	dataVersion	url	softwareVersion	exprdir	controlId	type	grant	setType	control	dateUnrestricted	spikeInPool	composite	replicate	labExpId	readType	seqPlatform	bioRep	localization	project	tableName	rnaExtract	treatment	protocol	dateResubmitted	origAssembly	labProtocolId	labVersion	strand	objStatus	subId	geoSampleAccesion	#N/A
wgEncodeHaibTfbsT47dCtcfsc5916V0416102Dmso2Aln_2Reps.norm5.rawsignal.bw	wgEncodeEH001656	1.5G	T-47D	CTCF_(SC-5916)	ChipSeq	Signal	GSM803348	020886acf8b3ab3cf74e6e26b12955ae	2011-01-21	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeHaibTfbsT47dCtcfsc5916V0416102Dmso2Aln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	SL1881	bigWig	Myers	exp						SL2634								DMSO_0.02pct	v041610.2									
wgEncodeHaibTfbsHepg2Rad21V0416101Aln_2Reps.norm5.rawsignal.bw	wgEncodeEH001608	1.4G	HepG2	Rad21	ChipSeq	Signal	GSM803517	05ec127cd2179df130eb5ad2f68d6831	2010-12-06	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeHaibTfbsHepg2Rad21V0416101Aln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	SL1781	bigWig	Myers	exp						SL3179								None	v041610.1									
wgEncodeUwDnaseWI38TamoxifenTamoxifen.fdr01peaks.hg19.bb	wgEncodeEH001198	3.1M	WI-38		DnaseSeq	Peaks	GSM736613,GSM736526	7b7d8770b826f049195ee8cb3041ac40		UW	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeUwDnaseWI38TamoxifenTamoxifen.fdr01peaks.hg19.bb	HotSpot	fdrPeaks		bigBed																										
peakSeq.optimal.wgEncodeHaibTfbsK562Rad21V0416102AlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	wgEncodeEH001585	1.7M	K562	Rad21	ChipSeq	Peaks	GSM803447	c569e97b6fb55375fe268cbf74810bba	2010-10-28	HudsonAlpha	ENCODE Jan 2011. Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsK562Rad21V0416102AlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL1396	bigBed	Myers	exp						SL2947								None	v041610.2									
wgEncodeOpenChromDnaseH1hescAln_2Reps.norm5.rawsignal.bw	wgEncodeEH000556	1.2G	H1-hESC		DnaseSeq	Signal	GSM816632	976c6a9e4f8a2dcbc375e81f08b6f8bd	2009-09-30	Duke	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeOpenChromDnaseH1hescAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	generic_male	bigWig	Crawford															None		2010-06-16								
peakSeq.optimal.wgEncodeUwTfbsHelas3CtcfStdAlnRep0_vs_wgEncodeUwTfbsHelas3InputStdAlnRep1.bb	wgEncodeEH000398	1.8M	HeLa-S3	CTCF	ChipSeq	Peaks	GSM749729,GSM749739	847cec8a2f20903865148f6fc3807c6f	2009-06-30	UW	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeUwTfbsHelas3CtcfStdAlnRep0_vs_wgEncodeUwTfbsHelas3InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000469	bigBed	Stam	exp	std															2010-06-10								
wgEncodeCshlShortRnaSeqH1hescCytosolShorttotalTapPlusRawRep2.bigWig	wgEncodeEH001083	3.9M	H1-hESC		RnaSeq	PlusSignal	GSM897072	dcde810070f32fbdaf722c425cd2e7d5	2011-01-19	CSHL	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlShortRnaSeqH1hescCytosolShorttotalTapPlusRawRep2.bigWig		hub		bigWig	Gingeras			2011-10-19		wgEncodeCshlShortRnaSeq	2	LID20908	1x36	Illumina_GA2x	006C	cytosol	wgEncode	wgEncodeCshlShortRnaSeqH1hescCytosolShorttotalTapPlusRawRep2	shortTotal		TAP-Only									
wgEncodeSydhTfbsK562Smc3ab9263IggrabAln_2Reps.norm5.rawsignal.bw	wgEncodeEH001845	1.4G	K562	SMC3_(ab9263)	ChipSeq	Signal	GSM935310	4338de3e97204f67f1d3aa9f7d6e6c5b	2011-01-18	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeSydhTfbsK562Smc3ab9263IggrabAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH001795	bigWig	Snyder	exp	IgG-rab													None										
wgEncodeDukeDnasePanIsletD.fdr01peaks.hg19.bb		3.1M	PanIsletD		DnaseSeq	Peaks	GSM816666	470fb8c9215fdbe55e536c4dc6824f7f		Duke	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/openchrom/jan2011/fdrPeaks/wgEncodeDukeDnasePanIsletD.fdr01peaks.hg19.bb	HotSpot	fdrPeaks		bigBed																										
peakSeq.optimal.wgEncodeBroadHistoneHepg2CtcfStdAlnRep0_vs_wgEncodeBroadHistoneHepg2ControlStdAlnRep0.bb	wgEncodeEH000080	2.0M	HepG2	CTCF	ChipSeq	Peaks	GSM733645	12c10997e46d36a2566b87ad8b787bcb	2010-11-05	Broad	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeBroadHistoneHepg2CtcfStdAlnRep0_vs_wgEncodeBroadHistoneHepg2ControlStdAlnRep0.bb	PeakSeq	hub	wgEncodeEH000084	bigBed	Bernstein	exp	std															2010-11-05								
wgEncodeSydhTfbsHelas3Stat3IggrabAln_2Reps.norm5.rawsignal.bw	wgEncodeEH001799	1.3G	HeLa-S3	STAT3	ChipSeq	Signal	GSM935276	cc2cddc809a769eac9cffa7fae14a31a	2010-06-11	Stanford	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeSydhTfbsHelas3Stat3IggrabAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000744	bigWig	Snyder	exp	IgG-rab													None										
peakSeq.optimal.wgEncodeSydhTfbsGm12878Pol2StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	wgEncodeEH000626	634K	GM12878	Pol2	ChipSeq	Peaks	GSM935412	7a5a13f7b31537d6c5f6dd289859af47	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Pol2StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000625	bigBed	Snyder	exp	std													None										
peakSeq.optimal.wgEncodeHaibTfbsPfsk1NrsfPcr2xAlnRep0_vs_wgEncodeHaibTfbsPfsk1ControlPcr2xAlnRep0.bb	wgEncodeEH001553	530K	PFSK-1	NRSF	ChipSeq	Peaks	GSM803369	d82609e7ce6dc300dc24636f555b08cf	2010-08-06	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsPfsk1NrsfPcr2xAlnRep0_vs_wgEncodeHaibTfbsPfsk1ControlPcr2xAlnRep0.bb	PeakSeq	hub	SL150	bigBed	Myers	exp						SL149								None	PCR2x									
wgEncodeOpenChromFaireGlioblaAln_3Reps.norm5.rawsignal.bw	wgEncodeEH001119	1.2G	Gliobla		FaireSeq	Signal	GSM864350	29062787eadf320b21b302919f53205b	2010-10-20	UNC	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeOpenChromFaireGlioblaAln_3Reps.norm5.rawsignal.bw	Wiggler	bigwig	Gliobla/Input	bigWig	Crawford																									
wgEncodeSydhTfbsK562Nfe2StdAln_2Reps.norm5.rawsignal.bw	wgEncodeEH000624	1.5G	K562	NF-E2	ChipSeq	Signal	GSM935414	12449577edb3a637b67682c0ad9e5a7e	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeSydhTfbsK562Nfe2StdAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000615	bigWig	Snyder	exp	std													None										
wgEncodeCshlShortRnaSeqK562PolysomeShortPlusRaw.bigWig	wgEncodeEH000210	4.5M	K562		RnaSeq	PlusSignal	GSM605631	36c98037c3852b824e1da0efa2ac3090	2009-09-23	CSHL	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlShortRnaSeqK562PolysomeShortPlusRaw.bigWig		hub		bigWig	Gingeras			2010-06-23		wgEncodeCshlShortRnaSeq		crg-44			gen0154P	polysome	wgEncode	wgEncodeCshlShortRnaSeqK562PolysomeShortPlusRaw	shortTotal		TAP-Only	2010-06-14	hg18		Produced by Hannon Lab					
spp.optimal.wgEncodeHaibTfbsK562Sp2sc643V0416102AlnRep0_VS_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	wgEncodeEH001653	434K	K562	SP2_(SC-643)	ChipSeq	Peaks	GSM803402	19924290a1a5a58a8de0a6686c79f3f1	2011-01-21	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsK562Sp2sc643V0416102AlnRep0_VS_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	SPP	hub	SL1396	bigBed	Myers	exp						SL2951								None	v041610.2									
peakSeq.optimal.wgEncodeSydhTfbsHek293bPol2StdAlnRep0_vs_wgEncodeSydhTfbsHek293bInputStdAlnRep1.bb	wgEncodeEH000632	794K	HEK293(b)	Pol2	ChipSeq	Peaks	GSM935534	551d85a8d13d76e3e0600da998a8d6c4	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHek293bPol2StdAlnRep0_vs_wgEncodeSydhTfbsHek293bInputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000631	bigBed	Snyder	exp	std													None										
spp.optimal.wgEncodeHaibTfbsHepg2Hey1V0416101AlnRep0_VS_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	wgEncodeEH001502	1.8M	HepG2	HEY1	ChipSeq	Peaks	GSM803448	2a592fdd3823eb3e3fb8166a8679dae8	2010-06-07	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsHepg2Hey1V0416101AlnRep0_VS_wgEncodeHaibTfbsHepg2ControlPcr1xAlnRep0.bb	SPP	hub	SL593	bigBed	Myers	exp						SL1057								None	v041610.1	2010-06-07								
wgEncodeOpenChromChipHuvecPol2Aln_2Reps.norm5.rawsignal.bw	wgEncodeEH000552	1.4G	HUVEC	Pol2	ChipSeq	Signal	GSM822306	94ac9e5bfd3412e73460d56c9980eb46	2009-09-28	UT-A	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeOpenChromChipHuvecPol2Aln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000550	bigWig	Crawford	exp																2010-06-17								
wgEncodeCshlLongRnaSeqNhekNucleusPapMinusRawSigRep4.bigWig	wgEncodeEH000165	937M	NHEK		RnaSeq	MinusSignal	GSM765399	4fa8f4703d96d1233bdda4c803880b2d	2010-09-29	CSHL	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqNhekNucleusPapMinusRawSigRep4.bigWig		hub		bigWig	Gingeras			2011-06-29	Nist14	wgEncodeCshlLongRnaSeq	4	LID8798	2x76D	Illumina_GA2x	028N	nucleus	wgEncode	wgEncodeCshlLongRnaSeqNhekNucleusPapMinusRawSigRep4	longPolyA											
spp.optimal.wgEncodeOpenChromChipHelas3CmycAlnRep0_VS_wgEncodeOpenChromChipHelas3InputAln.bb	wgEncodeEH000542	290K	HeLa-S3	c-Myc	ChipSeq	Peaks	GSM822286	33de154101f5d36f5eed7452d506bd3c	2009-03-21	UT-A	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeOpenChromChipHelas3CmycAlnRep0_VS_wgEncodeOpenChromChipHelas3InputAln.bb	SPP	hub	wgEncodeEH000539	bigBed	Crawford	exp																2010-06-16								
wgEncodeCshlLongRnaSeqMcf7CellLongnonpolyaPlusRawSigRep1.bigWig	wgEncodeEH000183	413M	MCF-7		RnaSeq	PlusSignal	GSM767851	694efcb5684cde7c88f8a26ea11cf844	2010-10-25	CSHL	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqMcf7CellLongnonpolyaPlusRawSigRep1.bigWig		hub		bigWig	Gingeras			2011-07-25	Nist14	wgEncodeCshlLongRnaSeq	1	LID8824	2x76D	Illumina_GA2x	015WC	cell	wgEncode	wgEncodeCshlLongRnaSeqMcf7CellLongnonpolyaPlusRawSigRep1	longNonPolyA											
wgEncodeBroadHistoneGm12878CtcfStdAln_2Reps.norm5.rawsignal.bw	wgEncodeEH000029	1.3G	GM12878	CTCF	ChipSeq	Signal	GSM733752	1e5091c9e43e21dafbba7a070c1fb66e	2010-11-05	Broad	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeBroadHistoneGm12878CtcfStdAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000037	bigWig	Bernstein	exp	std															2010-11-05								
wgEncodeBroadHistoneNhdfadH3k36me3StdAln.bb	wgEncodeEH001051	2.1M	NHDF-Ad	H3K36me3	ChipSeq	Peaks	GSM733733	d5d214edc7fbaec9d7d650f341b16c8b	2010-11-19	Broad	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub/wgEncodeBroadHistoneNhdfadH3k36me3StdAln.bb	MACS	hub	wgEncodeEH001055	bigBed	Bernstein	exp	std																hg19							
peakSeq.optimal.wgEncodeHaibTfbsGm12878NrsfPcr2xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr2xAlnRep0.bb	wgEncodeEH001465	554K	GM12878	NRSF	ChipSeq	Peaks	GSM803349	4f0ad36de5ca08428236ed792ac3ba05	2008-11-25	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878NrsfPcr2xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr2xAlnRep0.bb	PeakSeq	hub	SL217	bigBed	Myers	exp						SL202								None	PCR2x	2010-08-06								
wgEncodeSydhTfbsGm19099InputIggrabAln_2Reps.norm5.rawsignal.bw	wgEncodeEH000778	1.5G	GM19099	Input	ChipSeq	Signal	GSM935455	e6f7575f05c983b5af626c20014db543	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeSydhTfbsGm19099InputIggrabAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000778	bigWig	Snyder	input	IgG-rab													None										
wgEncodeUwHistoneSaecH3k4me3StdAln.bb	wgEncodeEH000421	1.7M	SAEC	H3K4me3	ChipSeq	Peaks	GSM945199	0439c34c76c00b81a9d1aaaa173ffc8b	2009-10-12	UW	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/histone_macs/optimal/hub/wgEncodeUwHistoneSaecH3k4me3StdAln.bb	MACS	hub	wgEncodeEH000473	bigBed	Stam	exp	std															2010-06-15	hg18							
wgEncodeCshlLongRnaSeqHmecCellLongnonpolyaMinusRawSigRep1.bigWig	wgEncodeEH000176	79M	HMEC		RnaSeq	MinusSignal	GSM765397	e65eb9c05e42082bc0a19b1107320ad7	2010-10-22	CSHL	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqHmecCellLongnonpolyaMinusRawSigRep1.bigWig		hub		bigWig	Gingeras			2011-07-22	Nist14	wgEncodeCshlLongRnaSeq	1	LID8831	2x76D	Illumina_GA2x	036WC	cell	wgEncode	wgEncodeCshlLongRnaSeqHmecCellLongnonpolyaMinusRawSigRep1	longNonPolyA											
wgEncodeUwHistoneHuvecInputStdAln_1Reps.norm5.rawsignal.bw	wgEncodeEH000468	1.3G	HUVEC	Input	ChipSeq	Signal	GSM945254	a7a329f04f1b131f1c017870b0546443	2010-02-18	UW	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeUwHistoneHuvecInputStdAln_1Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000468	bigWig	Stam	input	std															2010-06-10								
spp.optimal.wgEncodeOpenChromChipHelas3CtcfAlnRep0_VS_wgEncodeOpenChromChipHelas3InputAln.bb	wgEncodeEH000541	2.8M	HeLa-S3	CTCF	ChipSeq	Peaks	GSM822285	4ea1eba8d628101894a6fac90ca5d3e4	2009-03-21	UT-A	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeOpenChromChipHelas3CtcfAlnRep0_VS_wgEncodeOpenChromChipHelas3InputAln.bb	SPP	hub	wgEncodeEH000539	bigBed	Crawford	exp																2010-06-16								
wgEncodeCshlLongRnaSeqHepg2NucleusPapMinusRawSigRep2.bigWig	wgEncodeEH000158	828M	HepG2		RnaSeq	MinusSignal	GSM758568	ea70564b90be7b50ec3afb6c089d2d24	2010-09-29	CSHL	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqHepg2NucleusPapMinusRawSigRep2.bigWig		hub		bigWig	Gingeras			2011-06-29	Nist14	wgEncodeCshlLongRnaSeq	2	LID8535	2x76D	Illumina_GA2x	014N	nucleus	wgEncode	wgEncodeCshlLongRnaSeqHepg2NucleusPapMinusRawSigRep2	longPolyA											
wgEncodeCshlShortRnaSeqH1hescCellShorttotalTapMinusRawRep2.bigWig	wgEncodeEH001082	5.8M	H1-hESC		RnaSeq	MinusSignal	GSM897073	fd9ee3f60e44bffb35696496e7234bf8	2011-01-19	CSHL	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlShortRnaSeqH1hescCellShorttotalTapMinusRawRep2.bigWig		hub		bigWig	Gingeras			2011-10-19		wgEncodeCshlShortRnaSeq	2	LID20906	1x36	Illumina_GA2x	006WC	cell	wgEncode	wgEncodeCshlShortRnaSeqH1hescCellShorttotalTapMinusRawRep2	shortTotal		TAP-Only									
peakSeq.optimal.wgEncodeHaibTfbsHepg2Hnf4gsc6558V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	wgEncodeEH001651	890K	HepG2	HNF4G_(SC-6558)	ChipSeq	Peaks	GSM803404	da4ea106dc6ef01dca6145d7d805f51a	2011-01-21	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsHepg2Hnf4gsc6558V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	PeakSeq	hub	SL1781	bigBed	Myers	exp						SL3178								None	v041610.1									
wgEncodeSydhTfbsK562Pol2StdAln_2Reps.norm5.rawsignal.bw	wgEncodeEH000616	1.1G	K562	Pol2	ChipSeq	Signal	GSM935358	0f1e4a2b5a99750f97a0cb43b0eb9727	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeSydhTfbsK562Pol2StdAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000615	bigWig	Snyder	exp	std													None										
peakSeq.optimal.wgEncodeSydhTfbsHepg2Chd21250IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.bb	wgEncodeEH001840	554K	HepG2	CHD2_(N-1250)	ChipSeq	Peaks	GSM935307	a77e8b8b9a348c4e2314a48365af4586	2011-01-18	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHepg2Chd21250IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.bb	PeakSeq	hub	wgEncodeEH001791	bigBed	Snyder	exp	IgG-rab													None										
wgEncodeHaibTfbsK562Sp2sc643V0416102Aln_2Reps.norm5.rawsignal.bw	wgEncodeEH001653	1.7G	K562	SP2_(SC-643)	ChipSeq	Signal	GSM803402	d7fee81d251a41bdc7e52f73a0b04f00	2011-01-21	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeHaibTfbsK562Sp2sc643V0416102Aln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	SL1396	bigWig	Myers	exp						SL2951								None	v041610.2									
spp.optimal.wgEncodeUwTfbsSaecCtcfStdAlnRep0_VS_wgEncodeUwTfbsSaecInputStdAlnRep1.bb	wgEncodeEH000437	1.8M	SAEC	CTCF	ChipSeq	Peaks	GSM749684,GSM749779	a8b04e5c8b0e2127d03c71f82aade05e	2009-10-19	UW	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeUwTfbsSaecCtcfStdAlnRep0_VS_wgEncodeUwTfbsSaecInputStdAlnRep1.bb	SPP	hub	wgEncodeEH000473	bigBed	Stam	exp	std															2010-06-10								
wgEncodeUwHistoneAg04450H3k4me3StdAln_2Reps.norm5.rawsignal.bw	wgEncodeEH000929	477M	AG04450	H3K4me3	ChipSeq	Signal	GSM945177	037034064b59cb147926fa469f8033fc	2010-10-23	UW	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeUwHistoneAg04450H3k4me3StdAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000930	bigWig	Stam	exp	std																							
peakSeq.optimal.wgEncodeHaibTfbsPanc1NrsfPcr2xAlnRep0_vs_wgEncodeHaibTfbsPanc1ControlPcr2xAlnRep0.bb	wgEncodeEH001552	498K	PANC-1	NRSF	ChipSeq	Peaks	GSM803370	a24a5ed1bf55498b35a8ae1c4f208c83	2010-06-21	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsPanc1NrsfPcr2xAlnRep0_vs_wgEncodeHaibTfbsPanc1ControlPcr2xAlnRep0.bb	PeakSeq	hub	SL117	bigBed	Myers	exp						SL116								None	PCR2x									
wgEncodeSydhTfbsGm12878TbpIggmusAln_2Reps.norm5.rawsignal.bw	wgEncodeEH001798	1.3G	GM12878	TBP	ChipSeq	Signal	GSM935277	f4039b74527fea9230b44e0348e15635	2010-06-11	Stanford	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/signal/jan2011/bigwig/wgEncodeSydhTfbsGm12878TbpIggmusAln_2Reps.norm5.rawsignal.bw	Wiggler	bigwig	wgEncodeEH000706	bigWig	Snyder	exp	IgG-mus													None										
wgEncodeCshlLongRnaSeqNhlfCellPapMinusRawSigRep1.bigWig	wgEncodeEH000168	400M	NHLF		RnaSeq	MinusSignal	GSM765394	73f4e98406eccf7317918c01089d486d	2010-09-29	CSHL	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/rna_signal/jan2011/hub/wgEncodeCshlLongRnaSeqNhlfCellPapMinusRawSigRep1.bigWig		hub		bigWig	Gingeras			2011-06-29	Nist14	wgEncodeCshlLongRnaSeq	1	LID8692	2x76D	Illumina_GA2x	033WC	cell	wgEncode	wgEncodeCshlLongRnaSeqNhlfCellPapMinusRawSigRep1	longPolyA											
