gene_id_short	gene_id	HSMM.longNonPolyA	BJ.longNonPolyA	NHEK.longNonPolyA	HSMM.longPolyA	MCF.7.longNonPolyA	HUVEC.longNonPolyA	K562.longNonPolyA	BJ.longPolyA	AG04450.longNonPolyA	NHEK.longPolyA	HUVEC.longPolyA	MCF.7.longPolyA	HMEC.longNonPolyA	K562.longPolyA	AG04450.longPolyA	HMEC.longPolyA	NHEK.longNonPolyA.1	HEPG2.longNonPolyA	NHEK.longPolyA.1	HEPG2.longPolyA	SK.N.SH_RA.longNonPolyA	A549.longNonPolyA	SK.N.SH_RA.longPolyA	H1.HESC.longNonPolyA	A549.longPolyA	NHLF.longNonPolyA	H1.HESC.longPolyA	GM12878.longNonPolyA	HELA.S3.longNonPolyA	NHLF.longPolyA	HELA.S3.longPolyA	GM12878.longPolyA	entropyExpr	sumExpr	varianceExpr	averageExpr	minExpr	maxExpr	maxExprType	threeTimesRest	nTimesRest	tissSpec	HSMM.longNonPolyA.ExprLabel	BJ.longNonPolyA.ExprLabel	NHEK.longNonPolyA.ExprLabel	HSMM.longPolyA.ExprLabel	MCF.7.longNonPolyA.ExprLabel	HUVEC.longNonPolyA.ExprLabel	K562.longNonPolyA.ExprLabel	BJ.longPolyA.ExprLabel	AG04450.longNonPolyA.ExprLabel	NHEK.longPolyA.ExprLabel	HUVEC.longPolyA.ExprLabel	MCF.7.longPolyA.ExprLabel	HMEC.longNonPolyA.ExprLabel	K562.longPolyA.ExprLabel	AG04450.longPolyA.ExprLabel	HMEC.longPolyA.ExprLabel	NHEK.longNonPolyA.1.ExprLabel	HEPG2.longNonPolyA.ExprLabel	NHEK.longPolyA.1.ExprLabel	HEPG2.longPolyA.ExprLabel	SK.N.SH_RA.longNonPolyA.ExprLabel	A549.longNonPolyA.ExprLabel	SK.N.SH_RA.longPolyA.ExprLabel	H1.HESC.longNonPolyA.ExprLabel	A549.longPolyA.ExprLabel	NHLF.longNonPolyA.ExprLabel	H1.HESC.longPolyA.ExprLabel	GM12878.longNonPolyA.ExprLabel	HELA.S3.longNonPolyA.ExprLabel	NHLF.longPolyA.ExprLabel	HELA.S3.longPolyA.ExprLabel	GM12878.longPolyA.ExprLabel	expressed	transcriptType	geneType	label	lncRnaName	LncRNA_tx_size
ENSG00000248849	ENSG00000248849.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000124	0	0	0	0	0.000138	0	0	0	0	0	0	0	0	0	0.997939346868138	0.000262	1.041125e-09	8.1875e-06	0	0.000138	SK.N.SH_RA.longPolyA	none	1.11290322580645	0.461074851307048	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	low	none	none	none	none	low	none	none	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	1	DLX6-AS2	1328
ENSG00000249859	ENSG00000249859.2	0.010899	0.029096	0.010968	0.135016	0.299039	0.150592	0.107969	0.159152	0.043231	0.178321	0.271656	0.375138	0.019675	0.346992	0.083323	0.144226	0.081666	0.178397	0.11608	0.11979	0.034735	0.060139	0.065277	0.276015	0.235708	0.008516	0.155569	0.108805	0.122638	0.152026	0.278966	0.249874	4.62737033441614	4.609494	0.0104134990353185	0.1440466875	0.008516	0.375138	MCF.7.longPolyA	none	1.08111426200028	0.1102254007597	mid	high	mid	mid	high	high	high	mid	high	mid	mid	high	mid	high	mid	mid	high	high	mid	mid	high	high	mid	high	high	mid	mid	high	high	mid	high	high	yes	unknown	derrienLncRNA	1	PVT1	671.45
ENSG00000250156	ENSG00000250156.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	none	none	0	1	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	no	unknown	derrienLncRNA	1	CTC-498M16.2	590
ENSG00000250366	ENSG00000250366.1	0	0	0	0	0	0	0	0.000519	0	0	0	5.2e-05	0	0	0	0	0	0	0	0	4.7e-05	0	0	0.148069	0	0	0.22172	6e-05	0	0	0	0	0.990811288504656	0.370467	0.00215469464015222	0.01157709375	0	0.22172	H1.HESC.longPolyA	none	1.49740999128785	0.512636143104885	none	none	none	none	none	none	none	low	none	none	none	low	none	none	none	none	none	none	none	none	low	none	none	high	none	none	high	low	none	none	none	none	yes	unknown	derrienLncRNA	1	LINC00617	3037
ENSG00000251075	ENSG00000251075.1	0	0	0	0.002145	0.00481	0	0	0	0	0	0	0.001191	0	0.00044	0	0	0	0	0	0	0	0	0.000828	0.002485	0	0	0	0	0	0.000779	0	0	2.41818312886087	0.012678	1.02561260887097e-06	0.0003961875	0	0.00481	MCF.7.longNonPolyA	none	1.93561368209256	0.356017614785995	none	none	none	low	mid	none	none	none	none	none	none	low	none	low	none	none	none	none	none	none	none	none	low	low	none	none	none	none	none	low	none	none	yes	unknown	derrienLncRNA	1	HTT-AS1	515
ENSG00000251164	ENSG00000251164.1	0	0	0	0	0	0	0.000346	0	0	0	0	0.001724	0	6e-04	0.001362	0	0	0	0	0.149962	0	0	0.000823	0	0.000344	0	0	0.00242	0.000606	0.000385	0.000611	0.000836	0.537346941454522	0.160019	0.000700063164894153	0.00500059375	0	0.149962	HEPG2.longPolyA	HEPG2.longPolyA	61.9677685950413	0.820668022037418	none	none	none	none	none	none	low	none	none	none	none	low	none	low	low	none	none	none	none	high	none	none	low	none	low	none	none	low	low	low	low	low	yes	unknown	derrienLncRNA	1	HULC	556
ENSG00000251173	ENSG00000251173.1	0	0	0	0	0	0	0	0	0.000238	0	0	0	0	0	0	0	0	0	0	0	0.000156	0.000352	0.001081	0	0.001538	0	0	0	0	0	0	0	1.85896139258339	0.003365	1.0919478125e-07	0.00010515625	0	0.001538	A549.longPolyA	none	1.42275670675301	0.411585866365649	none	none	none	none	none	none	none	none	low	none	none	none	none	none	none	none	none	none	none	none	low	low	low	none	low	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	1	UCHL1-AS1	521.5
ENSG00000251562	ENSG00000251562.3	0.34984	6.284945	0.533036	4.209771	2.535177	7.479421	10.553021	14.703088	10.210942	4.485092	3.516368	7.345131	1.270735	5.201606	10.332677	1.39749	18.219484	6.682709	12.613309	0.853397	7.006342	3.849294	8.039557	2.991337	6.319659	0.329349	0.569558	3.455093	6.072436	6.732895	7.770858	3.805822	4.60031457040722	185.719439	18.7441627323675	5.80373246875	0.329349	18.219484	NHEK.longNonPolyA.1	none	1.2391603722973	0.127319521284409	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	yes	unknown	derrienLncRNA	1	MALAT1	4774.66666666667
ENSG00000253230	ENSG00000253230.1	0	0	0	0	0	0	0	0.000593	0	0	0.00053	5.2e-05	0	0	9.1e-05	0	0	0	0	0	0.006684	0	0.05669	0.221261	0	0	0.623697	0	0	0.000271	5.8e-05	0	1.19078422717531	0.909927	0.0133980502236603	0.02843521875	0	0.623697	H1.HESC.longPolyA	none	2.81882934633758	0.577411159351077	none	none	none	none	none	none	none	low	none	none	low	low	none	none	low	none	none	none	none	none	mid	none	mid	high	none	none	high	none	none	low	low	none	yes	unknown	derrienLncRNA	1	LINC00599	1677.2
ENSG00000253352	ENSG00000253352.2	0.070703	0.035105	0.061116	1.285042	0.290788	0.249199	0.200702	1.89891	0.076416	1.08951	1.000112	1.320427	0.066928	1.236102	1.63253	0.620613	0.236051	0.293359	0.973689	1.269622	0.086065	0.030299	1.534425	1.064446	0.941084	0.037353	1.174027	0.14707	0.322396	1.865127	1.586795	0.874656	4.43599505556341	23.570667	0.385867911347265	0.73658334375	0.030299	1.89891	BJ.longPolyA	none	1.01811297568477	0.109363010581495	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	yes	unknown	derrienLncRNA	1	TUG1	4704.33333333333
ENSG00000253438	ENSG00000253438.1	0	0	0	0.006033	0.00178	0.005381	0.001091	0.000702	0.000293	0.006439	0	0.001251	0	0	0	0.002052	0.030639	0	0.010629	0	0	0	0	0.050111	0.000496	0	0.00095	0.001162	0	0.000547	0	0.000665	2.5959038009094	0.120221	0.000104256240668347	0.00375690625	0	0.050111	H1.HESC.longNonPolyA	none	1.63552988021802	0.382917182721769	none	none	none	low	low	low	low	low	low	low	none	low	none	none	none	low	mid	none	mid	none	none	none	none	mid	low	none	low	low	none	low	none	low	yes	unknown	derrienLncRNA	1	PCAT1	734
ENSG00000253508	ENSG00000253508.1	0.000641	0.01303	0	0.000662	0.001934	0.002145	0	0.117767	0	0	0.00271	0.000274	0	0	0	0	0	0.000801	0	0.000333	0	0.000429	0	0	0.001817	0	0	0	0.001385	0	0.000307	0	1.17068318642325	0.144235	0.000432631956103831	0.00450734375	0	0.117767	BJ.longPolyA	BJ.longPolyA	9.03814274750576	0.686231463164701	low	mid	none	low	low	low	none	mid	none	none	low	low	none	none	none	none	none	low	none	low	none	low	none	none	low	none	none	none	low	none	low	none	yes	unknown	derrienLncRNA	1	RP1-170O19.14	556
ENSG00000253552	ENSG00000253552.1	0.000872	0.000434	0	0.004512	9.7e-05	0.002001	0	0.000484	0.003607	0.001261	0.040278	0.002233	0.004951	0.000142	0.025503	0.012951	0	0.003968	0.002012	0.004622	0	0.001667	0.000232	0	0.029184	0.000378	0	0	0.002209	0.096114	0.001222	0.000326	2.8967306747686	0.24126	0.000349399703145161	0.007539375	0	0.096114	NHLF.longPolyA	none	2.38626545508714	0.36969999637661	low	low	none	low	low	low	none	low	mid	low	mid	low	low	low	mid	low	none	low	low	low	none	low	low	none	mid	low	none	none	low	mid	low	low	yes	unknown	derrienLncRNA	1	HOXA-AS2	951.375
ENSG00000254369	ENSG00000254369.1	0	0	0	3.7e-05	0	0	0	0.000575	0.000374	9.8e-05	0.001452	0.000242	0	0	0.001225	0.000317	4.1e-05	0.000101	0.000132	0.00089	0	0	0	0	7.8e-05	0	0	0	0	0.000236	2.7e-05	0	3.1178162556043	0.005825	1.31388353830645e-07	0.00018203125	0	0.001452	HUVEC.longPolyA	none	1.18530612244898	0.258621141975074	none	none	none	low	none	none	none	low	low	low	low	low	none	none	low	low	low	low	low	low	none	none	none	none	low	none	none	none	none	low	low	none	yes	unknown	derrienLncRNA	1	HOXA-AS3	1257
ENSG00000255389	ENSG00000255389.1	0.001016	0.000383	0	0.021714	0	0.002772	0.002134	0.014511	0.001344	0	0.007473	0.012175	0	0.013348	0.011183	0.000415	0	0.002315	0	0.019235	0.002568	6.6e-05	0.026254	0.008397	0.00608	0	0.012661	0.002552	0.001387	0.013183	0.00846	0.011517	4.06064198602414	0.203143	5.29227366280242e-05	0.00634821875	0	0.026254	SK.N.SH_RA.longPolyA	none	1.2090816984434	0.157240227269651	low	low	none	mid	none	low	low	low	low	none	low	mid	none	mid	low	low	none	low	none	mid	mid	low	mid	low	low	none	mid	low	low	low	low	mid	yes	unknown	derrienLncRNA	1	C6orf3	2421
ENSG00000255717	ENSG00000255717.1	0.005327	0.035148	0.037614	0.770889	0.08581	0.276164	0.723606	1.498253	0.074703	1.804854	1.900086	1.476003	0.048448	5.741102	0.845858	1.084347	0.216751	0.680019	1.931628	1.185054	0.045169	0.183741	0.557569	1.163593	1.872581	0.028863	4.731593	0.424665	1.271247	0.898046	8.750198	1.824061	4.01410123316999	42.17299	3.46812224854329	1.3179059375	0.005327	8.750198	HELA.S3.longPolyA	none	1.52413212654992	0.225146936151438	mid	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	yes	unknown	derrienLncRNA	1	SNHG1	841.96
ENSG00000255794	ENSG00000255794.1	0	0	0	0.000475	0	0	0	0	0	0	0	0.000328	0	0	0	0	0	0.000114	0	0.000133	0	0	0	0.490108	0	0	0.076042	0.001696	0.000952	0	0	2e-04	0.639485054793524	0.570048	0.00760766416032258	0.017814	0	0.490108	H1.HESC.longNonPolyA	H1.HESC.longNonPolyA	6.4452276373583	0.728091270032363	none	none	none	low	none	none	none	none	none	none	none	low	none	none	none	none	none	low	none	low	none	none	none	high	none	none	mid	low	low	none	none	low	yes	unknown	derrienLncRNA	1	RMST	1733
