filename	dccAccession	size	cell	antibody	dataType	view	filename	localfile	geoSampleAccession	md5sum	dateSubmitted	lab	dataVersion	url	softwareVersion	exprdir	controlId	type	dateResubmitted	grant	setType	control	labExpId	treatment	protocol
peakSeq.optimal.wgEncodeHaibTfbsGm12878Sp1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	wgEncodeEH001496	818K	GM12878	SP1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878Sp1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878Sp1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	GSM803363	499d473b1a9b33a4a1c8f320520e55c0	2009-12-17	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878Sp1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL517	bigBed	2010-06-07	Myers	exp		SL746	None	PCR1x
peakSeq.optimal.wgEncodeBroadHistoneGm12878CtcfStdAlnRep0_vs_wgEncodeBroadHistoneGm12878ControlStdAlnRep0.bb	wgEncodeEH000029	1.9M	GM12878	CTCF	ChipSeq	Peaks	peakSeq.optimal.wgEncodeBroadHistoneGm12878CtcfStdAlnRep0_vs_wgEncodeBroadHistoneGm12878ControlStdAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeBroadHistoneGm12878CtcfStdAlnRep0_vs_wgEncodeBroadHistoneGm12878ControlStdAlnRep0.bb	GSM733752	53383c3cecb56901f663376eead99e43	2010-11-05	Broad	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeBroadHistoneGm12878CtcfStdAlnRep0_vs_wgEncodeBroadHistoneGm12878ControlStdAlnRep0.bb	PeakSeq	hub	wgEncodeEH000037	bigBed	2010-11-05	Bernstein	exp	std			
peakSeq.optimal.wgEncodeHaibTfbsK562Rad21V0416102AlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	wgEncodeEH001585	1.7M	K562	Rad21	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsK562Rad21V0416102AlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsK562Rad21V0416102AlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	GSM803447	c569e97b6fb55375fe268cbf74810bba	2010-10-28	HudsonAlpha	ENCODE Jan 2011. Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsK562Rad21V0416102AlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL1396	bigBed		Myers	exp		SL2947	None	v041610.2
peakSeq.optimal.wgEncodeUwTfbsHelas3CtcfStdAlnRep0_vs_wgEncodeUwTfbsHelas3InputStdAlnRep1.bb	wgEncodeEH000398	1.8M	HeLa-S3	CTCF	ChipSeq	Peaks	peakSeq.optimal.wgEncodeUwTfbsHelas3CtcfStdAlnRep0_vs_wgEncodeUwTfbsHelas3InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeUwTfbsHelas3CtcfStdAlnRep0_vs_wgEncodeUwTfbsHelas3InputStdAlnRep1.bb	GSM749729,GSM749739	847cec8a2f20903865148f6fc3807c6f	2009-06-30	UW	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeUwTfbsHelas3CtcfStdAlnRep0_vs_wgEncodeUwTfbsHelas3InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000469	bigBed	2010-06-10	Stam	exp	std			
peakSeq.optimal.wgEncodeBroadHistoneHepg2CtcfStdAlnRep0_vs_wgEncodeBroadHistoneHepg2ControlStdAlnRep0.bb	wgEncodeEH000080	2.0M	HepG2	CTCF	ChipSeq	Peaks	peakSeq.optimal.wgEncodeBroadHistoneHepg2CtcfStdAlnRep0_vs_wgEncodeBroadHistoneHepg2ControlStdAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeBroadHistoneHepg2CtcfStdAlnRep0_vs_wgEncodeBroadHistoneHepg2ControlStdAlnRep0.bb	GSM733645	12c10997e46d36a2566b87ad8b787bcb	2010-11-05	Broad	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeBroadHistoneHepg2CtcfStdAlnRep0_vs_wgEncodeBroadHistoneHepg2ControlStdAlnRep0.bb	PeakSeq	hub	wgEncodeEH000084	bigBed	2010-11-05	Bernstein	exp	std			
peakSeq.optimal.wgEncodeSydhTfbsGm12878Pol2StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	wgEncodeEH000626	634K	GM12878	Pol2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsGm12878Pol2StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsGm12878Pol2StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	GSM935412	7a5a13f7b31537d6c5f6dd289859af47	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878Pol2StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000625	bigBed		Snyder	exp	std		None	
peakSeq.optimal.wgEncodeHaibTfbsGm12878NrsfPcr2xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr2xAlnRep0.bb	wgEncodeEH001465	554K	GM12878	NRSF	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878NrsfPcr2xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr2xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878NrsfPcr2xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr2xAlnRep0.bb	GSM803349	4f0ad36de5ca08428236ed792ac3ba05	2008-11-25	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878NrsfPcr2xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr2xAlnRep0.bb	PeakSeq	hub	SL217	bigBed	2010-08-06	Myers	exp		SL202	None	PCR2x
peakSeq.optimal.wgEncodeHaibTfbsHepg2Hnf4gsc6558V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	wgEncodeEH001651	890K	HepG2	HNF4G_-SC-6558-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsHepg2Hnf4gsc6558V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsHepg2Hnf4gsc6558V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	GSM803404	da4ea106dc6ef01dca6145d7d805f51a	2011-01-21	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsHepg2Hnf4gsc6558V0416101AlnRep0_vs_wgEncodeHaibTfbsHepg2ControlV0416101AlnRep0.bb	PeakSeq	hub	SL1781	bigBed		Myers	exp		SL3178	None	v041610.1
peakSeq.optimal.wgEncodeSydhTfbsHepg2Chd21250IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.bb	wgEncodeEH001840	554K	HepG2	CHD2_-N-1250-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHepg2Chd21250IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHepg2Chd21250IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.bb	GSM935307	a77e8b8b9a348c4e2314a48365af4586	2011-01-18	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHepg2Chd21250IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.bb	PeakSeq	hub	wgEncodeEH001791	bigBed		Snyder	exp	IgG-rab		None	
peakSeq.optimal.wgEncodeSydhTfbsHepg2Nrf1IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.bb	wgEncodeEH001802	362K	HepG2	Nrf1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHepg2Nrf1IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHepg2Nrf1IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.bb	GSM935648	200d8e2c46bb41bf5115633c003e6d79	2010-06-11	Stanford	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHepg2Nrf1IggrabAlnRep0_vs_wgEncodeSydhTfbsHepg2InputIggrabAlnRep1.bb	PeakSeq	hub	wgEncodeEH001791	bigBed		Snyder	exp	IgG-rab		None	
peakSeq.optimal.wgEncodeSydhTfbsHepg2CebpbForsklnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep0.bb	wgEncodeEH000750	914K	HepG2	CEBPB	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHepg2CebpbForsklnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHepg2CebpbForsklnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep0.bb	GSM935622	5da5ee7b8ee4ed1d466790884f0b09b1	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHepg2CebpbForsklnStdAlnRep0_vs_wgEncodeSydhTfbsHepg2InputForsklnStdAlnRep0.bb	PeakSeq	hub	wgEncodeEH000755	bigBed		Snyder	exp	std		forskolin	
peakSeq.optimal.wgEncodeSydhTfbsK562Brf2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	wgEncodeEH000767	122K	K562	BRF2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsK562Brf2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsK562Brf2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	GSM935490	4004a7a12b68a934bec59dd5b8a7ff63	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsK562Brf2StdAlnRep0_vs_wgEncodeSydhTfbsK562InputStdAlnRep0.bb	PeakSeq	hub	wgEncodeEH000615	bigBed		Snyder	exp	std		None	
peakSeq.optimal.wgEncodeUchicagoTfbsK562Egata2ControlAlnRep0_vs_wgEncodeUchicagoTfbsK562InputControlAlnRep0.bb	wgEncodeEH001208	658K	K562	eGFP-GATA2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeUchicagoTfbsK562Egata2ControlAlnRep0_vs_wgEncodeUchicagoTfbsK562InputControlAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeUchicagoTfbsK562Egata2ControlAlnRep0_vs_wgEncodeUchicagoTfbsK562InputControlAlnRep0.bb	GSM777641	3cf6c2805902c1a08a89a4544b2f5419	2011-01-27	UChicago	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeUchicagoTfbsK562Egata2ControlAlnRep0_vs_wgEncodeUchicagoTfbsK562InputControlAlnRep0.bb	PeakSeq	hub	K562/Input/Control	bigBed		White	exp	Control			
peakSeq.optimal.wgEncodeHaibTfbsHepg2NrsfPcr2xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr2xAlnRep0.bb	wgEncodeEH001549	514K	HepG2	NRSF	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsHepg2NrsfPcr2xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr2xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsHepg2NrsfPcr2xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr2xAlnRep0.bb	GSM803344	bafc9b71f2747bcf6bdb2379d95a7c77	2010-06-21	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsHepg2NrsfPcr2xAlnRep0_vs_wgEncodeHaibTfbsHepg2ControlPcr2xAlnRep0.bb	PeakSeq	hub	SL294	bigBed		Myers	exp		SL273	None	PCR2x
peakSeq.optimal.wgEncodeSydhTfbsGm12878P300n15StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	wgEncodeEH002037	546K	GM12878	p300_-N-15-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsGm12878P300n15StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsGm12878P300n15StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	GSM935562	fb4f0423126144fe48c829ce4fd7761e	2010-10-20	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878P300n15StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000625	bigBed		Snyder	exp	std		None	
peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	wgEncodeEH000613	930K	HeLa-S3	Pol2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	GSM935395	0de60b74576c9eeb2187ccadd706fe60	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000612	bigBed		Snyder	exp	std		None	
peakSeq.optimal.wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	wgEncodeEH001489	1.3M	GM12878	PAX5-C20	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	GSM803391	026aeb1b9193fafe30fb3dd76da9f53f	2009-12-04	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL678	bigBed	2010-06-07	Myers	exp		SL675	None	PCR1x
peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.bb	wgEncodeEH001757	770K	H1-hESC	Max	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.bb	GSM935348	85bc1025101fcdbf1949f20e1f1acb08	2010-05-20	Stanford	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.bb	PeakSeq	hub	wgEncodeEH001751	bigBed		Snyder	exp	UCDavis		None	
peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	wgEncodeEH000690	746K	GM12878	NFKB	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	GSM935478	f22580d8cb21363af8d5db16432a741d	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH002034	bigBed		Snyder	exp	std		TNFa	
peakSeq.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	wgEncodeEH001566	338K	H1-hESC	ATF3	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	GSM803512	dc998f0be133c143da5ee39555b05acb	2010-09-15	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	PeakSeq	hub	SL1398	bigBed		Myers	exp		SL1519	None	v041610.2
peakSeq.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	wgEncodeEH001478	578K	GM12878	TAF1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	GSM803537	4f50a7d28a7a08832bbd797ab43d59da	2008-12-10	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL516	bigBed	2010-06-07	Myers	exp		SL588	None	PCR1x
peakSeq.optimal.wgEncodeSydhTfbsHelas3MaxStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	wgEncodeEH000646	858K	HeLa-S3	Max	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3MaxStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3MaxStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	GSM935318	2d545354c36801407ad30009657cf1c3	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3MaxStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000612	bigBed		Snyder	exp	std		None	
peakSeq.optimal.wgEncodeHaibTfbsK562Elf1sc631V0416102AlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	wgEncodeEH001619	1.5M	K562	ELF1_-SC-631-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsK562Elf1sc631V0416102AlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsK562Elf1sc631V0416102AlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	GSM803494	d636bfc75d3071afbc30774b59fe3c2d	2010-12-22	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsK562Elf1sc631V0416102AlnRep0_vs_wgEncodeHaibTfbsK562ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL1396	bigBed		Myers	exp		SL2950	None	v041610.2
peakSeq.optimal.wgEncodeHaibTfbsHelas3GabpPcr1xAlnRep0_vs_wgEncodeHaibTfbsHelas3ControlPcr1xAlnRep0.bb	wgEncodeEH001504	538K	HeLa-S3	GABP	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsHelas3GabpPcr1xAlnRep0_vs_wgEncodeHaibTfbsHelas3ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsHelas3GabpPcr1xAlnRep0_vs_wgEncodeHaibTfbsHelas3ControlPcr1xAlnRep0.bb	GSM803454	4451c5afa6089d185e435a153a6b9938	2009-12-18	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsHelas3GabpPcr1xAlnRep0_vs_wgEncodeHaibTfbsHelas3ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL592	bigBed	2010-06-07	Myers	exp		SL610	None	PCR1x
peakSeq.optimal.wgEncodeSydhTfbsHelas3Usf2IggmusAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggmusAlnRep0.bb	wgEncodeEH001819	778K	HeLa-S3	USF2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3Usf2IggmusAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggmusAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3Usf2IggmusAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggmusAlnRep0.bb	GSM935561	c520e180d8c1bd35714073d63c7c978e	2010-10-20	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3Usf2IggmusAlnRep0_vs_wgEncodeSydhTfbsHelas3InputIggmusAlnRep0.bb	PeakSeq	hub	wgEncodeEH000633	bigBed		Snyder	exp	IgG-mus		None	
