filename	dccAccession	size	cell	antibody	dataType	view	filename	localfile	geoSampleAccession	md5sum	dateSubmitted	lab	dataVersion	url	softwareVersion	exprdir	controlId	type	dateResubmitted	grant	setType	control	labExpId	treatment	protocol	lncRegion	crossFile	crossFileLoc
peakSeq.optimal.wgEncodeSydhTfbsGm12878P300n15StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	wgEncodeEH002037	546K	GM12878	p300_-N-15-	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsGm12878P300n15StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsGm12878P300n15StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	GSM935562	fb4f0423126144fe48c829ce4fd7761e	2010-10-20	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878P300n15StdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000625	bigBed		Snyder	exp	std		None		promoter_proximal	wgEncodeEH002037_GM12878_p300_-N-15-_Stanford-X-lnc_promoter_proximal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH002037_GM12878_p300_-N-15-_Stanford-X-lnc_promoter_proximal.bed
peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	wgEncodeEH000613	930K	HeLa-S3	Pol2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	GSM935395	0de60b74576c9eeb2187ccadd706fe60	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000612	bigBed		Snyder	exp	std		None		body	wgEncodeEH000613_HeLa-S3_Pol2_Stanford-X-lnc_body.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH000613_HeLa-S3_Pol2_Stanford-X-lnc_body.bed
peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	wgEncodeEH000613	930K	HeLa-S3	Pol2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	GSM935395	0de60b74576c9eeb2187ccadd706fe60	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000612	bigBed		Snyder	exp	std		None		promoter_distal	wgEncodeEH000613_HeLa-S3_Pol2_Stanford-X-lnc_promoter_distal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH000613_HeLa-S3_Pol2_Stanford-X-lnc_promoter_distal.bed
peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	wgEncodeEH000613	930K	HeLa-S3	Pol2	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	GSM935395	0de60b74576c9eeb2187ccadd706fe60	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3Pol2StdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000612	bigBed		Snyder	exp	std		None		promoter_proximal	wgEncodeEH000613_HeLa-S3_Pol2_Stanford-X-lnc_promoter_proximal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH000613_HeLa-S3_Pol2_Stanford-X-lnc_promoter_proximal.bed
peakSeq.optimal.wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	wgEncodeEH001489	1.3M	GM12878	PAX5-C20	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	GSM803391	026aeb1b9193fafe30fb3dd76da9f53f	2009-12-04	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL678	bigBed	2010-06-07	Myers	exp		SL675	None	PCR1x	body	wgEncodeEH001489_GM12878_PAX5-C20_HudsonAlpha-X-lnc_body.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001489_GM12878_PAX5-C20_HudsonAlpha-X-lnc_body.bed
peakSeq.optimal.wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	wgEncodeEH001489	1.3M	GM12878	PAX5-C20	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	GSM803391	026aeb1b9193fafe30fb3dd76da9f53f	2009-12-04	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL678	bigBed	2010-06-07	Myers	exp		SL675	None	PCR1x	promoter_distal	wgEncodeEH001489_GM12878_PAX5-C20_HudsonAlpha-X-lnc_promoter_distal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001489_GM12878_PAX5-C20_HudsonAlpha-X-lnc_promoter_distal.bed
peakSeq.optimal.wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	wgEncodeEH001489	1.3M	GM12878	PAX5-C20	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	GSM803391	026aeb1b9193fafe30fb3dd76da9f53f	2009-12-04	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL678	bigBed	2010-06-07	Myers	exp		SL675	None	PCR1x	promoter_proximal	wgEncodeEH001489_GM12878_PAX5-C20_HudsonAlpha-X-lnc_promoter_proximal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001489_GM12878_PAX5-C20_HudsonAlpha-X-lnc_promoter_proximal.bed
peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.bb	wgEncodeEH001757	770K	H1-hESC	Max	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.bb	GSM935348	85bc1025101fcdbf1949f20e1f1acb08	2010-05-20	Stanford	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.bb	PeakSeq	hub	wgEncodeEH001751	bigBed		Snyder	exp	UCDavis		None		body	wgEncodeEH001757_H1-hESC_Max_Stanford-X-lnc_body.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001757_H1-hESC_Max_Stanford-X-lnc_body.bed
peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.bb	wgEncodeEH001757	770K	H1-hESC	Max	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.bb	GSM935348	85bc1025101fcdbf1949f20e1f1acb08	2010-05-20	Stanford	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.bb	PeakSeq	hub	wgEncodeEH001751	bigBed		Snyder	exp	UCDavis		None		promoter_distal	wgEncodeEH001757_H1-hESC_Max_Stanford-X-lnc_promoter_distal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001757_H1-hESC_Max_Stanford-X-lnc_promoter_distal.bed
peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.bb	wgEncodeEH001757	770K	H1-hESC	Max	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.bb	GSM935348	85bc1025101fcdbf1949f20e1f1acb08	2010-05-20	Stanford	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_vs_wgEncodeSydhTfbsH1hescInputUcdAlnRep1.bb	PeakSeq	hub	wgEncodeEH001751	bigBed		Snyder	exp	UCDavis		None		promoter_proximal	wgEncodeEH001757_H1-hESC_Max_Stanford-X-lnc_promoter_proximal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001757_H1-hESC_Max_Stanford-X-lnc_promoter_proximal.bed
peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	wgEncodeEH000690	746K	GM12878	NFKB	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	GSM935478	f22580d8cb21363af8d5db16432a741d	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH002034	bigBed		Snyder	exp	std		TNFa		body	wgEncodeEH000690_GM12878_NFKB_Stanford-X-lnc_body.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH000690_GM12878_NFKB_Stanford-X-lnc_body.bed
peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	wgEncodeEH000690	746K	GM12878	NFKB	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	GSM935478	f22580d8cb21363af8d5db16432a741d	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH002034	bigBed		Snyder	exp	std		TNFa		promoter_distal	wgEncodeEH000690_GM12878_NFKB_Stanford-X-lnc_promoter_distal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH000690_GM12878_NFKB_Stanford-X-lnc_promoter_distal.bed
peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	wgEncodeEH000690	746K	GM12878	NFKB	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	GSM935478	f22580d8cb21363af8d5db16432a741d	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsGm12878NfkbTnfaStdAlnRep0_vs_wgEncodeSydhTfbsGm12878InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH002034	bigBed		Snyder	exp	std		TNFa		promoter_proximal	wgEncodeEH000690_GM12878_NFKB_Stanford-X-lnc_promoter_proximal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH000690_GM12878_NFKB_Stanford-X-lnc_promoter_proximal.bed
peakSeq.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	wgEncodeEH001566	338K	H1-hESC	ATF3	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	GSM803512	dc998f0be133c143da5ee39555b05acb	2010-09-15	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	PeakSeq	hub	SL1398	bigBed		Myers	exp		SL1519	None	v041610.2	body	wgEncodeEH001566_H1-hESC_ATF3_HudsonAlpha-X-lnc_body.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001566_H1-hESC_ATF3_HudsonAlpha-X-lnc_body.bed
peakSeq.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	wgEncodeEH001566	338K	H1-hESC	ATF3	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	GSM803512	dc998f0be133c143da5ee39555b05acb	2010-09-15	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	PeakSeq	hub	SL1398	bigBed		Myers	exp		SL1519	None	v041610.2	promoter_distal	wgEncodeEH001566_H1-hESC_ATF3_HudsonAlpha-X-lnc_promoter_distal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001566_H1-hESC_ATF3_HudsonAlpha-X-lnc_promoter_distal.bed
peakSeq.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	wgEncodeEH001566	338K	H1-hESC	ATF3	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	GSM803512	dc998f0be133c143da5ee39555b05acb	2010-09-15	HudsonAlpha	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_vs_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb	PeakSeq	hub	SL1398	bigBed		Myers	exp		SL1519	None	v041610.2	promoter_proximal	wgEncodeEH001566_H1-hESC_ATF3_HudsonAlpha-X-lnc_promoter_proximal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001566_H1-hESC_ATF3_HudsonAlpha-X-lnc_promoter_proximal.bed
peakSeq.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	wgEncodeEH001478	578K	GM12878	TAF1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	GSM803537	4f50a7d28a7a08832bbd797ab43d59da	2008-12-10	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL516	bigBed	2010-06-07	Myers	exp		SL588	None	PCR1x	body	wgEncodeEH001478_GM12878_TAF1_HudsonAlpha-X-lnc_body.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001478_GM12878_TAF1_HudsonAlpha-X-lnc_body.bed
peakSeq.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	wgEncodeEH001478	578K	GM12878	TAF1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	GSM803537	4f50a7d28a7a08832bbd797ab43d59da	2008-12-10	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL516	bigBed	2010-06-07	Myers	exp		SL588	None	PCR1x	promoter_distal	wgEncodeEH001478_GM12878_TAF1_HudsonAlpha-X-lnc_promoter_distal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001478_GM12878_TAF1_HudsonAlpha-X-lnc_promoter_distal.bed
peakSeq.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	wgEncodeEH001478	578K	GM12878	TAF1	ChipSeq	Peaks	peakSeq.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	GSM803537	4f50a7d28a7a08832bbd797ab43d59da	2008-12-10	HudsonAlpha	ENCODE June 2010 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_vs_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb	PeakSeq	hub	SL516	bigBed	2010-06-07	Myers	exp		SL588	None	PCR1x	promoter_proximal	wgEncodeEH001478_GM12878_TAF1_HudsonAlpha-X-lnc_promoter_proximal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH001478_GM12878_TAF1_HudsonAlpha-X-lnc_promoter_proximal.bed
peakSeq.optimal.wgEncodeSydhTfbsHelas3MaxStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	wgEncodeEH000646	858K	HeLa-S3	Max	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3MaxStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3MaxStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	GSM935318	2d545354c36801407ad30009657cf1c3	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3MaxStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000612	bigBed		Snyder	exp	std		None		body	wgEncodeEH000646_HeLa-S3_Max_Stanford-X-lnc_body.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH000646_HeLa-S3_Max_Stanford-X-lnc_body.bed
peakSeq.optimal.wgEncodeSydhTfbsHelas3MaxStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	wgEncodeEH000646	858K	HeLa-S3	Max	ChipSeq	Peaks	peakSeq.optimal.wgEncodeSydhTfbsHelas3MaxStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	/home/wespisea/scratch/encodePeakSeq/peakSeq.optimal.wgEncodeSydhTfbsHelas3MaxStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	GSM935318	2d545354c36801407ad30009657cf1c3	2010-12-02	Stanford	ENCODE Jan 2011 Freeze	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/peakSeq/optimal/hub/peakSeq.optimal.wgEncodeSydhTfbsHelas3MaxStdAlnRep0_vs_wgEncodeSydhTfbsHelas3InputStdAlnRep1.bb	PeakSeq	hub	wgEncodeEH000612	bigBed		Snyder	exp	std		None		promoter_distal	wgEncodeEH000646_HeLa-S3_Max_Stanford-X-lnc_promoter_distal.bed	/home/wespisea/scratch/encodePeakSeq-lncRegions/wgEncodeEH000646_HeLa-S3_Max_Stanford-X-lnc_promoter_distal.bed
