LncRNA_GeneId	LncRNA_Txid	Hg19_coordinates	No_Exons	LncRNA_tx_size	LncRNA_IntronS_size	category	GeneId_Cod.Pot	Genc_polyA	DiTAG5p3p,DiTAG5p,DiTAG3p
ENSG00000243077.1	ENST00000469148.1	chr3:62246540-62248415	2	352	1523	intronic	-6.66	0	0,1,1
ENSG00000241472.1	ENST00000474795.1	chr3:62247498-62304622	5	2661	54460	exonic	0.37	1	0,1,0
ENSG00000241472.1	ENST00000462497.1	chr3:62247500-62304598	4	2556	54540	exonic	0.37	1	0,1,0
ENSG00000241472.1	ENST00000475371.1	chr3:62249550-62304567	6	733	54280	exonic	-5.09	0	0,1,0
ENSG00000241472.1	ENST00000479018.1	chr3:62249604-62304610	5	560	54443	exonic	1.31	0	0,1,0
ENSG00000241472.1	ENST00000495542.1	chr3:62249717-62355005	5	502	104783	exonic	-5.09	0	0,0,0
ENSG00000241472.1	ENST00000466893.1	chr3:62262102-62304567	4	823	41640	exonic	-1.88	0	0,1,0
ENSG00000241472.1	ENST00000490916.1	chr3:62262450-62355001	4	545	92004	exonic	-3.92	0	0,0,0
ENSG00000241472.1	ENST00000498655.1	chr3:62278309-62304453	6	547	25593	exonic	-2.19	0	0,1,0
ENSG00000241472.1	ENST00000479588.1	chr3:62279948-62304307	4	725	23632	exonic	0.62	0	0,1,0
ENSG00000244342.1	ENST00000475886.1	chr3:62936105-63109888	7	758	173020	intergenic	-1.74	0	0,0,0
ENSG00000244342.1	ENST00000465684.1	chr3:62936133-63110738	6	1428	173173	intergenic	-1.74	0	0,0,1
ENSG00000244342.1	ENST00000465262.1	chr3:62936146-63099387	6	550	162687	intergenic	3.28	0	0,0,0
ENSG00000244342.1	ENST00000468072.1	chr3:62936146-63110738	9	1957	172628	intergenic	2.34	0	0,0,1
ENSG00000244342.1	ENST00000497573.1	chr3:63091651-63099571	2	767	7153	intergenic	2.34	0	0,0,0
ENSG00000256819.1	ENST00000542336.1	chr3:63263815-63266190	2	1595	780	exonic	0.57	0	0,0,0
ENSG00000241359.1	ENST00000488201.1	chr3:63409272-63535727	5	558	125894	intronic	-7.70	0	0,0,0
ENSG00000240549.2	ENST00000468961.2	chr3:63846321-63847495	2	673	501	intronic	-13.61	0	0,0,0
ENSG00000239653.1	ENST00000472046.1	chr3:63989698-63997824	3	2456	5669	intronic	0.95	0	0,0,1
ENSG00000243410.1	ENST00000462717.1	chr3:63997640-64001922	2	441	3841	intronic	-6.23	0	0,0,1
ENSG00000241111.1	ENST00000482609.1	chr3:64053640-64088807	3	6505	28661	exonic	3.86	0	0,0,1
ENSG00000189196.4	ENST00000485805.1	chr3:64064037-64073039	4	2129	6871	intergenic	1.91	0	0,0,0
ENSG00000241572.1	ENST00000476308.1	chr3:64084949-64086798	2	623	1226	exonic	3.86	0	0,0,0
ENSG00000241572.1	ENST00000460946.1	chr3:64085454-64086790	2	394	942	exonic	-0.01	0	0,0,0
ENSG00000241101.1	ENST00000484703.1	chr3:64089146-64091732	4	496	2088	intronic	0	0	0,1,0
ENSG00000226017.2	ENST00000473434.1	chr3:64173220-64186641	4	2496	10923	exonic	3.41	0	0,0,0
ENSG00000243993.1	ENST00000485770.1	chr3:64430158-64431152	2	341	653	intergenic	0	0	0,1,0
ENSG00000244564.1	ENST00000487097.1	chr3:64430907-64440508	4	565	9034	intergenic	4.38	0	0,1,0
ENSG00000241158.1	ENST00000480831.1	chr3:64547014-64549001	2	797	1190	exonic	0.23	0	0,1,0
ENSG00000241158.1	ENST00000470447.1	chr3:64547022-64569416	2	891	21503	exonic	-0.60	0	0,1,0
ENSG00000241158.1	ENST00000492209.1	chr3:64547311-64554748	2	548	6889	exonic	-4.49	0	0,1,0
ENSG00000241158.1	ENST00000466225.1	chr3:64547343-64572891	3	740	24807	exonic	0.68	0	0,1,0
ENSG00000241158.1	ENST00000474313.1	chr3:64547387-64572995	2	561	25047	exonic	0.68	0	1,1,1
ENSG00000241158.1	ENST00000493124.1	chr3:64547406-64569188	3	680	21101	exonic	-1.12	0	0,1,0
ENSG00000241158.1	ENST00000471990.1	chr3:64568499-64572573	2	770	3304	intronic	-1.12	0	0,0,0
ENSG00000241684.1	ENST00000460833.1	chr3:64670585-64788401	2	3691	114125	intronic	4.61	0	0,1,0
ENSG00000241684.1	ENST00000485174.1	chr3:64670780-64729114	3	573	57760	intronic	2.64	0	0,1,0
ENSG00000241684.1	ENST00000474768.1	chr3:64670780-64961211	5	2388	288040	intronic	4.61	0	0,1,0
ENSG00000241684.1	ENST00000481312.1	chr3:64670804-64997143	6	1970	324365	intronic	4.61	0	0,1,0
ENSG00000243149.1	ENST00000481004.1	chr3:65160633-65179174	4	556	17983	intergenic	-5.21	0	0,0,1
ENSG00000240256.1	ENST00000460754.1	chr3:65858490-65940233	3	2567	79175	intronic	-2.24	0	0,1,1
ENSG00000240175.1	ENST00000472514.1	chr3:65879491-65910972	3	591	30889	intronic	1.15	1	0,0,0
ENSG00000241884.1	ENST00000484222.1	chr3:67346724-67356783	2	2084	7975	intergenic	-1.56	0	1,1,1
ENSG00000241884.1	ENST00000498247.1	chr3:67353328-67355329	2	527	1474	intergenic	-7.68	0	0,1,0
ENSG00000241316.2	ENST00000464420.1	chr3:67705121-67797534	4	963	91448	intergenic	-1.78	1	0,1,0
ENSG00000241316.2	ENST00000482677.1	chr3:67705182-67998137	7	2226	290724	intergenic	-2.36	1	0,1,0
ENSG00000241316.2	ENST00000496640.2	chr3:67718671-67801093	6	862	81556	intergenic	-1.78	0	0,0,0
ENSG00000244513.1	ENST00000482368.1	chr3:69063272-69097812	2	555	33985	exonic	3.35	0	0,0,0
ENSG00000240842.1	ENST00000465347.1	chr3:69613257-69620273	3	455	6560	intergenic	4.72	1	0,0,0
ENSG00000241667.1	ENST00000460597.1	chr3:69640492-69642272	2	749	1031	intergenic	1.42	0	0,0,0
ENSG00000240405.1	ENST00000488861.1	chr3:70048728-70063018	4	513	13775	intergenic	2.18	0	0,0,0
ENSG00000240405.1	ENST00000483525.1	chr3:70048895-70064469	4	2044	13528	intergenic	6.41	0	0,1,1
ENSG00000242120.1	ENST00000497551.1	chr3:70246249-70255774	2	143	9382	intergenic	-3.79	0	0,0,0
ENSG00000244203.2	ENST00000465742.2	chr3:71338920-71355004	5	700	15381	intronic	2.17	0	0,0,0
ENSG00000242094.1	ENST00000498714.1	chr3:71619406-71623608	2	3539	663	intronic	-1.19	0	0,0,1
ENSG00000241163.1	ENST00000468646.1	chr3:72084670-72149578	7	2287	62616	intergenic	4.60	0	0,0,0
ENSG00000241163.1	ENST00000470712.1	chr3:72108973-72149263	3	789	39500	intergenic	0.48	0	0,1,0
ENSG00000241163.1	ENST00000498432.1	chr3:72109915-72149454	3	573	38965	intergenic	4.60	0	0,1,0
ENSG00000241163.1	ENST00000469218.1	chr3:72109948-72283395	3	502	172944	intergenic	-3.07	0	0,0,0
ENSG00000241163.1	ENST00000481148.1	chr3:72109992-72291716	3	492	181231	intergenic	0.18	0	0,0,0
ENSG00000241163.1	ENST00000464271.1	chr3:72110084-72149606	3	552	38969	intergenic	1.24	0	0,0,0
ENSG00000241163.1	ENST00000462492.1	chr3:72141580-72150020	3	235	8204	intergenic	3.21	0	0,1,0
ENSG00000241163.1	ENST00000488545.1	chr3:72146879-72150108	3	1561	1667	intergenic	4.21	0	1,1,1
ENSG00000243083.1	ENST00000473713.1	chr3:72200408-72223483	3	2693	20381	intergenic	1.43	0	1,1,1
ENSG00000243083.1	ENST00000469178.1	chr3:72201910-72221250	3	458	18881	intergenic	-0.84	0	1,1,1
ENSG00000243083.1	ENST00000485404.1	chr3:72202044-72221401	3	555	18801	intergenic	-1.40	0	0,1,1
ENSG00000242618.1	ENST00000491567.1	chr3:72252095-72259043	3	947	6000	intergenic	2.50	0	0,1,1
ENSG00000244345.1	ENST00000478745.1	chr3:72553957-72599703	3	866	44879	intergenic	5.68	0	0,0,1
ENSG00000239677.1	ENST00000478988.1	chr3:73672719-73674658	2	494	1445	intronic	-2.97	0	0,0,0
ENSG00000242741.1	ENST00000498832.1	chr3:73857752-73952017	4	782	93481	intergenic	5.46	0	0,0,0
ENSG00000239454.1	ENST00000494761.1	chr3:74048956-74054760	2	1371	4433	intergenic	0.72	1	0,0,0
ENSG00000234317.2	ENST00000431462.2	chr3:75716700-75721122	2	2995	1427	intergenic	7.08	0	0,0,1
ENSG00000242516.1	ENST00000463183.1	chr3:75721542-75728454	6	1333	5575	intergenic	-3.01	1	1,1,1
ENSG00000242516.1	ENST00000492922.1	chr3:75723564-75725776	2	2126	86	intergenic	-0.26	0	0,0,1
ENSG00000244461.1	ENST00000465795.1	chr3:78087856-78095945	3	409	7679	intergenic	-4.54	0	0,0,0
ENSG00000240573.1	ENST00000461186.1	chr3:78136555-78141421	3	554	4311	intergenic	-5.55	0	0,0,0
ENSG00000240241.1	ENST00000484679.1	chr3:78316090-78340341	3	576	23674	intergenic	-8.87	0	0,0,0
ENSG00000240241.1	ENST00000461528.1	chr3:78316093-78343206	3	542	26570	intergenic	0	0	0,0,0
ENSG00000240241.1	ENST00000496674.1	chr3:78316156-78343881	4	339	27384	intergenic	0	0	0,0,0
ENSG00000242828.1	ENST00000482003.1	chr3:80810193-80838114	3	403	27517	intergenic	-0.87	0	0,0,1
ENSG00000242781.1	ENST00000473938.1	chr3:80814048-80838505	5	712	23742	intergenic	1.83	0	0,0,1
ENSG00000243694.1	ENST00000482617.1	chr3:81043019-81144798	2	596	101183	intergenic	-0.35	0	0,1,0
ENSG00000243694.1	ENST00000466625.1	chr3:81143794-81144462	2	322	346	intergenic	-0.22	0	0,0,1
ENSG00000242145.1	ENST00000474149.1	chr3:81257344-81258065	2	553	168	intergenic	2.71	0	0,0,0
ENSG00000241593.1	ENST00000478239.1	chr3:81295730-81304680	4	561	8387	intergenic	2.14	0	0,0,0
ENSG00000241593.1	ENST00000464131.1	chr3:81296244-81346496	5	1014	49235	intergenic	2.14	0	0,0,1
ENSG00000242190.1	ENST00000497946.1	chr3:81811857-81813907	3	376	1673	intergenic	-5.46	0	0,0,1
ENSG00000242009.1	ENST00000471614.1	chr3:81889698-81972012	5	591	81720	intergenic	-1.34	0	0,1,1
ENSG00000239440.1	ENST00000470263.1	chr3:82035289-82512826	9	1951	475579	intergenic	0.03	1	0,1,1
ENSG00000239440.1	ENST00000494340.1	chr3:82035303-82251605	4	524	215776	intergenic	-1.74	0	0,1,1
ENSG00000242641.1	ENST00000484892.1	chr3:84687557-84918726	21	7308	223842	intergenic	4.32	0	0,0,1
ENSG00000242641.1	ENST00000482721.1	chr3:84851600-84918779	4	535	66642	intergenic	-2.50	0	0,0,0
ENSG00000242641.1	ENST00000491849.1	chr3:84917279-84930830	4	452	13097	intergenic	-6.78	0	0,0,0
ENSG00000242339.1	ENST00000488348.1	chr3:84934087-84942530	3	360	8082	intergenic	4.92	0	0,1,0
ENSG00000241648.1	ENST00000467225.1	chr3:85849137-85877200	4	768	27293	intronic	10.57	0	0,0,0
ENSG00000239519.1	ENST00000476021.1	chr3:86041333-86077157	2	2656	33168	intronic	-2.93	1	0,1,0
ENSG00000239767.1	ENST00000479244.1	chr3:86313705-86316511	2	705	2101	intergenic	-2.58	0	0,0,0
ENSG00000241328.1	ENST00000460586.1	chr3:86531093-86546146	2	1321	13732	intergenic	1.42	1	0,1,0
ENSG00000232092.2	ENST00000428934.2	chr3:87138430-87147851	2	4299	5122	intergenic	7.61	0	0,0,0
ENSG00000239572.1	ENST00000462792.1	chr3:87780552-87842779	2	766	61461	intergenic	2.25	0	0,0,0
ENSG00000243497.1	ENST00000494128.1	chr3:93795186-93800665	2	470	5009	intronic	0.40	0	0,1,1
ENSG00000239589.1	ENST00000462219.1	chr3:94657016-94871146	4	695	213433	intergenic	2.21	0	1,1,1
ENSG00000239589.1	ENST00000463200.1	chr3:94657107-94710172	8	1041	52018	intergenic	2.08	1	0,1,0
ENSG00000239589.1	ENST00000466089.1	chr3:94657118-94708914	5	631	51162	intergenic	2.08	0	0,1,0
ENSG00000239589.1	ENST00000470465.1	chr3:94657121-94871353	4	757	213473	intergenic	2.21	0	1,1,1
ENSG00000239589.1	ENST00000466560.1	chr3:94681774-94710087	6	777	27532	intergenic	2.08	1	0,0,0
ENSG00000249225.1	ENST00000508964.1	chr3:97818752-97866978	2	467	47759	encompassing	-3.02	0	0,0,0
ENSG00000251088.1	ENST00000508616.1	chr3:97952495-98176742	4	392	223853	encompassing	-6.07	0	1,1,1
ENSG00000248839.1	ENST00000502999.1	chr3:98241414-98244178	2	388	2376	exonic	3.52	0	0,1,0
ENSG00000239445.1	ENST00000488132.1	chr3:98433174-98451492	5	769	17546	exonic	2.02	0	1,1,1
ENSG00000239445.1	ENST00000475816.1	chr3:98433176-98451352	4	524	17650	exonic	2.02	1	1,1,1
ENSG00000239445.1	ENST00000461931.1	chr3:98434149-98451495	4	669	16675	exonic	-0.76	0	0,1,1
ENSG00000239462.1	ENST00000474798.1	chr3:98621268-98737406	4	395	115741	intergenic	-5.45	0	0,0,0
ENSG00000240476.1	ENST00000473756.1	chr3:98699902-98701940	2	962	1076	intergenic	-5.88	0	0,1,0
ENSG00000243296.1	ENST00000471993.1	chr3:99219191-99224352	2	458	4703	intergenic	-3.80	0	0,0,0
ENSG00000243089.1	ENST00000484675.1	chr3:99226031-99245957	2	465	19461	intergenic	-10.83	1	0,0,0
ENSG00000244464.1	ENST00000462011.1	chr3:99316908-99342664	2	2305	23451	intergenic	2.41	0	0,0,0
ENSG00000249474.1	ENST00000490324.2	chr3:101542637-101543842	2	360	845	exonic	-6.81	0	0,0,0
ENSG00000214407.3	ENST00000465215.1	chr3:101659703-101716770	4	2051	55014	intergenic	3.17	1	0,0,1
ENSG00000241280.1	ENST00000483840.1	chr3:101679202-101716770	3	1888	35679	intergenic	3.17	1	0,0,1
ENSG00000241280.1	ENST00000498624.1	chr3:101679230-101715376	3	506	35639	intergenic	-1.87	0	0,0,0
ENSG00000241754.1	ENST00000487772.1	chr3:102382007-102392757	3	515	10234	intergenic	3.67	0	0,0,1
ENSG00000256575.1	ENST00000544164.1	chr3:104241218-104331339	4	1220	88899	intergenic	-4.74	0	0,0,0
ENSG00000242759.1	ENST00000484698.1	chr3:106555658-106959479	8	2718	401097	intergenic	5.21	0	0,1,0
ENSG00000242759.1	ENST00000477210.1	chr3:106828788-106959485	4	452	130243	intergenic	7.09	0	0,1,0
ENSG00000242759.1	ENST00000479612.1	chr3:106830409-106959474	3	875	128189	intergenic	7.09	0	1,1,1
ENSG00000242759.1	ENST00000473636.1	chr3:106830713-106959488	4	710	128063	intergenic	6.15	0	0,1,0
ENSG00000243701.1	ENST00000466734.1	chr3:106959539-106967195	2	2737	4919	intergenic	7.01	0	0,1,0
ENSG00000243701.1	ENST00000463143.1	chr3:106959539-107045548	3	801	85207	intergenic	0.51	0	0,1,0
ENSG00000243701.1	ENST00000490441.1	chr3:106959539-107045811	4	1149	85121	intergenic	2.33	0	0,1,1
ENSG00000243701.1	ENST00000473550.1	chr3:106959568-106964355	2	738	4049	intergenic	0.05	0	0,1,1
ENSG00000243701.1	ENST00000495228.1	chr3:106959869-107004511	2	411	44231	intergenic	-3.84	1	0,0,0
ENSG00000239828.1	ENST00000496943.1	chr3:106991458-107041611	2	295	49858	intergenic	-3.71	0	0,0,0
ENSG00000245070.1	ENST00000499000.1	chr3:107149777-107182756	3	1484	31494	intergenic	1.07	0	0,1,0
ENSG00000241469.1	ENST00000464359.1	chr3:107560509-107596915	11	1760	34637	intergenic	4.36	0	0,0,0
ENSG00000241469.1	ENST00000488852.1	chr3:107560509-107596923	8	1197	35211	intergenic	4.36	0	0,0,0
ENSG00000241469.1	ENST00000461121.1	chr3:107560952-107574076	5	707	12414	intergenic	4.36	0	0,0,0
ENSG00000241469.1	ENST00000497811.1	chr3:107560952-107574076	6	856	12264	intergenic	4.36	0	0,0,0
ENSG00000241469.1	ENST00000464823.1	chr3:107572727-107596915	6	586	23598	intergenic	-0.28	0	0,0,0
ENSG00000241469.1	ENST00000466155.1	chr3:107572845-107596915	7	604	23461	intergenic	-0.28	0	0,0,0
ENSG00000241469.1	ENST00000475362.1	chr3:107575934-107596926	3	561	20430	intergenic	5.99	0	0,0,0
ENSG00000241469.1	ENST00000473528.1	chr3:107591815-107596915	5	545	4552	intergenic	-6.90	0	0,0,0
ENSG00000239314.1	ENST00000480826.1	chr3:108820303-108829189	3	564	8321	intronic	4.01	0	0,0,0
ENSG00000241224.1	ENST00000467240.1	chr3:108855561-108868970	3	1952	11456	intergenic	0.39	0	0,1,0
ENSG00000241224.1	ENST00000477643.1	chr3:108855688-108868973	2	378	12907	intergenic	-1.14	0	0,0,0
ENSG00000241224.1	ENST00000479039.1	chr3:108855689-108868960	2	450	12821	intergenic	0.39	0	0,0,0
ENSG00000214381.4	ENST00000494582.1	chr3:108897012-108904104	3	2520	4571	intergenic	-2.99	0	0,0,0
ENSG00000249508.1	ENST00000508178.1	chr3:109056665-109101875	3	853	44356	intergenic	3.06	0	0,1,0
ENSG00000228980.3	ENST00000497996.1	chr3:109128837-109214014	5	1493	83681	intergenic	0.78	0	0,1,0
ENSG00000228980.3	ENST00000489670.1	chr3:109129009-109137864	2	1331	7524	intergenic	2.25	1	0,1,1
ENSG00000242029.1	ENST00000485384.1	chr3:109366954-109529708	3	262	162491	intergenic	3.33	1	0,0,0
ENSG00000240895.1	ENST00000474711.1	chr3:110246329-110248429	4	801	1297	intergenic	3.42	0	0,0,0
ENSG00000242242.1	ENST00000474769.1	chr3:110612555-110790371	3	364	177451	intronic	0	0	0,1,0
ENSG00000242242.1	ENST00000476301.1	chr3:110612612-110790210	3	568	177029	intronic	0	0	0,1,0
ENSG00000242242.1	ENST00000491709.1	chr3:110764235-110790400	3	792	25372	intronic	0	0	1,1,1
ENSG00000242242.1	ENST00000467426.1	chr3:110764627-110788806	4	664	23513	intergenic	0	0	0,0,1
ENSG00000242242.1	ENST00000463025.1	chr3:110765749-110788237	3	413	22074	intergenic	0	0	0,0,0
ENSG00000239311.1	ENST00000497896.1	chr3:111185160-111215942	2	411	30371	intergenic	0.14	0	0,0,0
ENSG00000240766.1	ENST00000493131.1	chr3:111395583-111396280	2	491	206	intronic	-2.25	0	0,1,0
ENSG00000239482.1	ENST00000498032.1	chr3:112021325-112051638	5	1097	29213	intergenic	-2.12	0	0,0,0
ENSG00000243081.2	ENST00000486726.2	chr3:112115494-112127981	2	1563	10924	intergenic	-2.81	0	0,0,0
ENSG00000240893.1	ENST00000481624.1	chr3:112455294-112468166	5	2022	10847	intergenic	0.11	1	0,1,0
ENSG00000242770.2	ENST00000496067.2	chr3:112521325-112531666	3	327	10013	intergenic	0	0	0,0,0
ENSG00000242770.2	ENST00000519700.1	chr3:112521443-112522451	2	592	416	intergenic	-8.09	0	0,0,0
ENSG00000240057.1	ENST00000496389.1	chr3:112738379-112902148	4	734	163033	exonic	3.73	0	0,1,0
ENSG00000240057.1	ENST00000470313.1	chr3:112738380-112807562	3	491	68690	exonic	3.73	0	0,1,0
ENSG00000240057.1	ENST00000467342.1	chr3:112738383-112807871	2	573	68915	exonic	1.62	0	0,1,0
ENSG00000240057.1	ENST00000460707.1	chr3:112738388-112829322	3	764	90169	exonic	3.73	0	0,1,0
ENSG00000241219.1	ENST00000462010.1	chr3:112769759-112782290	3	1253	11277	intergenic	3.55	0	0,0,0
ENSG00000243795.1	ENST00000490139.1	chr3:112861197-112886666	4	2502	22965	intergenic	0.59	0	0,0,0
ENSG00000240057.1	ENST00000491578.1	chr3:112876555-112880867	3	482	3829	intergenic	-1.58	0	0,1,0
ENSG00000240057.1	ENST00000463017.1	chr3:112877383-112902095	3	378	24333	intergenic	0	0	0,0,0
ENSG00000243849.1	ENST00000473329.1	chr3:113122838-113145893	2	396	22659	exonic	-2.60	1	0,0,0
ENSG00000243849.1	ENST00000498480.1	chr3:113122845-113152839	6	686	29304	exonic	-0.60	1	0,0,0
ENSG00000239453.1	ENST00000462180.1	chr3:113307595-113309036	2	465	976	intronic	-4.84	0	0,0,0
ENSG00000242659.1	ENST00000492981.1	chr3:113465719-113466255	2	303	233	exonic	-1.63	1	0,1,1
ENSG00000241490.1	ENST00000481773.1	chr3:113933160-113954241	3	743	20337	exonic	3.07	1	0,1,0
ENSG00000241490.1	ENST00000493033.1	chr3:113933238-113955051	2	3023	18790	exonic	3.07	0	0,1,0
ENSG00000241560.1	ENST00000496219.1	chr3:114070658-114085891	4	539	14692	exonic	-2.14	0	0,0,0
ENSG00000241560.1	ENST00000475939.1	chr3:114070682-114107817	9	1687	35441	exonic	0.77	0	0,0,1
ENSG00000241560.1	ENST00000467304.1	chr3:114070733-114085943	5	576	14631	intronic	-3.61	0	0,0,0
ENSG00000241560.1	ENST00000460210.1	chr3:114085564-114098025	4	396	12063	intronic	-3.08	1	0,0,0
ENSG00000241560.1	ENST00000487814.1	chr3:114106516-114107825	2	690	619	intronic	2.35	0	0,0,1
ENSG00000242290.1	ENST00000465249.1	chr3:114172440-114238979	3	622	65916	intronic	0.66	0	0,0,0
ENSG00000241295.1	ENST00000478301.1	chr3:114403427-114406456	2	372	2657	intronic	-1.44	0	0,0,0
ENSG00000239946.1	ENST00000498630.1	chr3:114591961-114595361	3	464	2935	exonic	0	0	0,1,0
ENSG00000242767.1	ENST00000472323.1	chr3:114819270-114821908	2	675	1963	intronic	4.17	0	0,0,0
ENSG00000242880.1	ENST00000459855.1	chr3:114970043-115004194	5	533	33615	intergenic	1.32	0	0,0,0
ENSG00000241596.1	ENST00000491321.1	chr3:115377380-115380126	2	562	2184	intronic	5.34	0	0,0,0
ENSG00000240922.1	ENST00000490351.1	chr3:116078871-116088937	4	553	9511	intronic	2.10	1	0,0,1
ENSG00000241397.1	ENST00000497854.1	chr3:116271320-116287111	2	223	15568	intronic	-5.84	0	0,0,0
ENSG00000243197.1	ENST00000477539.1	chr3:116428626-116435878	4	1752	5498	intronic	0.84	1	0,0,0
ENSG00000243197.1	ENST00000477805.1	chr3:116428626-116442428	3	486	13315	intronic	7.27	0	0,0,0
ENSG00000243197.1	ENST00000496154.1	chr3:116428671-116431318	3	572	2074	intronic	1.28	0	0,0,1
ENSG00000243197.1	ENST00000466856.1	chr3:116428680-116435282	4	557	6043	intronic	-4.14	0	0,0,0
ENSG00000243197.1	ENST00000466156.1	chr3:116428816-116435278	4	1054	5406	intronic	0.84	0	0,1,0
ENSG00000243197.1	ENST00000496242.1	chr3:116428816-116435278	4	1312	5148	intronic	0.84	0	0,1,0
ENSG00000242385.1	ENST00000487512.1	chr3:116640278-116651085	2	1452	9355	intronic	4.88	1	0,0,0
ENSG00000241213.1	ENST00000493545.1	chr3:117397540-117409777	4	483	11752	intronic	0.82	1	0,0,0
ENSG00000241213.1	ENST00000462528.1	chr3:117401761-117407708	2	441	5506	intronic	0.27	0	0,0,0
ENSG00000241213.1	ENST00000496994.1	chr3:117407426-117409779	3	489	1863	intronic	-3.11	0	0,0,0
ENSG00000242816.1	ENST00000482766.1	chr3:117509520-117512612	2	510	2582	intronic	0.71	0	0,0,0
ENSG00000243276.1	ENST00000482142.1	chr3:117723666-118276515	7	787	552057	intergenic	-3.91	0	0,0,1
ENSG00000243276.1	ENST00000476460.1	chr3:118227258-118276514	3	458	48797	intergenic	-9.28	1	0,0,1
ENSG00000239877.1	ENST00000477009.1	chr3:118661920-118667071	4	1587	3562	intronic	1.52	1	0,0,0
ENSG00000240254.1	ENST00000470790.1	chr3:118945333-119009513	4	544	63634	exonic	0.17	0	0,1,1
ENSG00000241155.1	ENST00000466292.1	chr3:119033140-119041607	2	624	7843	intronic	-1.21	0	0,1,0
ENSG00000239994.1	ENST00000489428.1	chr3:119462986-119468040	2	124	4930	exonic	-4.60	0	0,0,1
ENSG00000242622.1	ENST00000484076.1	chr3:119813742-119855630	6	969	40915	intergenic	-1.71	1	0,1,0
ENSG00000242622.1	ENST00000469070.1	chr3:119814117-119818033	2	982	2934	intergenic	7.76	0	0,1,0
ENSG00000242622.1	ENST00000485898.1	chr3:119814477-119817634	2	545	2612	intergenic	-0.89	0	0,0,0
ENSG00000240661.1	ENST00000494869.1	chr3:120068357-120086845	3	813	17674	intergenic	8.18	0	0,0,0
ENSG00000243593.1	ENST00000490647.1	chr3:120552287-120555207	2	747	2173	intergenic	-4.88	0	0,0,0
ENSG00000239523.1	ENST00000485162.1	chr3:123304389-123363415	4	587	58437	exonic	4.35	0	0,1,0
ENSG00000239523.1	ENST00000463408.1	chr3:123304403-123348669	2	568	43698	exonic	4.35	0	0,1,1
ENSG00000239523.1	ENST00000470449.1	chr3:123304403-123349668	3	760	44504	exonic	4.35	1	1,1,1
ENSG00000250174.1	ENST00000510827.1	chr3:123408491-123411254	3	500	2262	exonic	-3.40	0	0,1,1
ENSG00000250174.1	ENST00000515464.1	chr3:123410097-123411254	2	754	403	exonic	-3.72	0	0,0,1
ENSG00000244286.1	ENST00000495917.1	chr3:124500002-124506604	2	460	6142	intronic	-1.64	0	0,0,0
ENSG00000241288.1	ENST00000468859.1	chr3:125581417-125606178	2	1996	22765	intergenic	8.29	0	0,0,0
ENSG00000248787.1	ENST00000510244.1	chr3:125626848-125629115	3	427	1839	intergenic	0	0	0,1,0
ENSG00000248607.1	ENST00000508263.1	chr3:125775766-125777071	2	379	926	intronic	1.09	0	0,1,1
ENSG00000250012.1	ENST00000511301.1	chr3:125803063-125804295	2	327	905	exonic	-3.79	0	0,1,0
ENSG00000250012.1	ENST00000507924.1	chr3:125803170-125814192	3	444	10577	intronic	3.19	0	0,1,0
ENSG00000250218.1	ENST00000512384.1	chr3:125822483-125826912	4	437	3990	exonic	-4.53	0	0,1,0
ENSG00000246022.2	ENST00000500232.2	chr3:125898908-125929012	2	2324	27780	exonic	3.49	1	1,1,1
ENSG00000246022.2	ENST00000502278.1	chr3:125898919-125927344	2	466	27959	exonic	4.73	0	0,1,0
ENSG00000246022.2	ENST00000500525.1	chr3:125926098-125929009	4	2236	673	intergenic	3.49	1	0,0,1
ENSG00000250934.1	ENST00000511512.1	chr3:125985639-126010122	3	501	23981	intergenic	16.80	0	0,1,0
ENSG00000250934.1	ENST00000512435.1	chr3:125985660-126007260	2	447	21153	intergenic	15.10	1	0,1,0
ENSG00000251448.1	ENST00000514281.1	chr3:126007710-126012867	3	254	4902	intergenic	-0.22	0	0,0,0
ENSG00000249833.1	ENST00000506660.1	chr3:126111875-126113694	3	986	832	intergenic	1.18	1	0,1,0
ENSG00000249833.1	ENST00000511287.1	chr3:126111876-126113240	2	360	1004	intergenic	1.18	1	0,0,0
ENSG00000249833.1	ENST00000505467.1	chr3:126111876-126113431	2	374	1181	intergenic	1.18	1	0,0,0
ENSG00000244215.1	ENST00000488425.1	chr3:127041150-127109513	5	927	67433	intergenic	7.07	0	0,0,0
ENSG00000239921.2	ENST00000461398.2	chr3:127199533-127255655	7	3039	53078	intergenic	6.40	1	0,0,1
ENSG00000240562.1	ENST00000479610.1	chr3:127208396-127209630	4	697	535	intergenic	2.33	0	0,0,1
ENSG00000239608.1	ENST00000485218.1	chr3:127794653-127797899	2	588	2658	intronic	-1.65	0	0,1,0
ENSG00000242049.1	ENST00000471626.1	chr3:128182437-128191160	3	1798	6924	exonic	4.51	0	0,0,0
ENSG00000244300.2	ENST00000464242.1	chr3:128208055-128216209	3	1163	6990	intronic	5.09	0	0,1,0
ENSG00000244300.2	ENST00000468377.1	chr3:128208075-128221191	2	1578	11538	intronic	-0.85	0	1,1,1
ENSG00000244300.2	ENST00000473958.1	chr3:128208100-128208929	2	722	107	intronic	0	0	1,1,1
ENSG00000231305.3	ENST00000498297.1	chr3:128580156-128590383	5	1298	8926	intergenic	35.61	0	0,0,0
